ID,regaty,klub,miejsceWRegatach
43038148,15498062,GAR,9
36551148,15498062,ODY,10
85099122,15498062,POG,11
42798915,15498062,SPO,12
29329768,15498062,SZT,13
70586704,15498062,WRO,14
17087777,15498062,YKS,15
15876207,15498062,YCB,16
57248992,15498062,YCG,17
66769209,15498062,YCS,18
10362888,46597156,YKL,1
941415,46597156,YCG,2
82983833,46597156,YKP,3
52949380,46597156,YCS,4
58765124,46597156,SZT,5
72463755,46597156,HRM,6
18853782,46597156,YKS,7
89210634,46597156,LEG,8
99612608,46597156,WAT,9
39937813,46597156,NSO,10
7900337,46597156,POG,11
24749236,46597156,RSR,12
28792428,46597156,ISK,13
78153608,46597156,WRO,14
8343961,46597156,PGR,15
77313790,46597156,AWF,16
96005254,46597156,POL,17
20741606,46597156,OKZ,18
23694682,97148389,POG,1
1892121,97148389,YKS,2
52130890,97148389,HRM,3
88507003,97148389,YCG,4
7884027,97148389,NSO,5
22655148,97148389,YCS,6
21754107,97148389,LEG,7
80169194,97148389,WAT,8
63301356,97148389,RSR,9
38050786,97148389,YKP,10
90333192,97148389,YKL,11
16927817,97148389,WRO,12
69834256,97148389,AWF,13
79046404,97148389,PGR,14
46128106,97148389,SZT,15
72443539,97148389,POL,16
14387781,97148389,OKZ,17
34594250,97148389,ISK,18
46751016,72722761,WRO,1
75458293,72722761,YKP,2
30905446,72722761,YCG,3
23259278,72722761,WAT,4
45136496,72722761,LEG,5
85401888,72722761,POG,6
94529514,72722761,YKS,7
75293665,72722761,NSO,8
55537578,72722761,AWF,9
89760482,72722761,YCS,10
61221409,72722761,ISK,11
37091731,72722761,PGR,12
88849849,72722761,OKZ,13
54319737,72722761,POL,14
56960415,72722761,HRM,15
32531924,72722761,SZT,16
37213494,72722761,RSR,17
23640484,72722761,YKL,18
90235979,8491828,PGR,1
81765023,8491828,WRO,2
26311989,8491828,YCS,3
23373130,8491828,AWF,4
92393915,8491828,POG,5
76126365,8491828,RSR,6
68339212,8491828,WAT,7
14319438,8491828,YKS,8
92617037,8491828,ISK,9
29950993,8491828,NSO,10
97539854,8491828,HRM,11
36445951,8491828,YKP,12
32378458,8491828,YCG,13
30944588,8491828,YKL,14
3431985,8491828,SZT,15
41329259,8491828,OKZ,16
72592651,8491828,LEG,17
5130877,8491828,POL,18
47833939,9664111,YCS,1
30293290,9664111,YKS,2
11869958,9664111,HRM,3
21475937,9664111,SPO,4
20598258,9664111,POG,5
25439212,9664111,NSO,6
52761317,9664111,YKL,7
70420044,9664111,YCG,8
77402065,9664111,WAT,9
11544104,9664111,RSR,10
51558944,9664111,YKP,11
64720243,9664111,LEG,12
38078224,9664111,WRO,13
55303024,9664111,WOL,14
52978416,9664111,AWF,15
34742861,9664111,KKZ,16
45690913,9664111,OCC,17
30032540,9664111,PGR,18
44887292,70902597,POG,1
50344674,70902597,YKP,2
71709209,70902597,HRM,3
64064583,70902597,YCG,4
85639385,70902597,LEG,5
22033140,70902597,YKS,6
70397382,70902597,YCS,7
72219235,70902597,NSO,8
8000661,70902597,RSR,9
92076512,70902597,WAT,10
45261632,70902597,OCC,11
63263117,70902597,AWF,12
30348361,70902597,YKL,13
9311765,70902597,WOL,14
55683866,70902597,WRO,15
64257318,70902597,SPO,16
12712827,70902597,PGR,17
49766805,70902597,KKZ,18
43279831,94367801,NSO,1
48009728,94367801,WRO,2
8586838,94367801,WAT,3
51228297,94367801,YKP,4
21133183,94367801,YCS,5
44965050,94367801,AWF,6
85719658,94367801,YCG,7
27605621,94367801,SPO,8
91195717,94367801,RSR,9
