ID_wyscigu,ID_Regat,Numer_wyscigu,Finalowy
2018121,201811,F1,False
2018122,201811,F2,False
2018123,201811,F3,False
2018124,201811,F4,False
2018125,201811,F5,False
2018126,201811,F6,False
2018127,201811,F7,False
2018128,201811,F8,False
2018129,201811,F9,False
20181210,201811,F10,False
20181211,201811,F11,False
20181212,201811,F12,False
20181213,201811,F13,False
