ID_miejsca,ID_wyscigu,Skrot,Zajete_miejsce,Kary,Numer_lodki
481160911,2018121,JEZ,1.0,0,0
481260911,2018122,JEZ,1.0,0,0
481360911,2018123,JEZ,1.0,0,0
481460911,2018124,JEZ,1.0,0,0
481560911,2018125,JEZ,6.0,0,0
481660911,2018126,JEZ,1.0,0,0
481760911,2018127,JEZ,2.0,0,0
481860911,2018128,JEZ,7.0,1,0
481960911,2018129,JEZ,1.0,0,0
471060911,20181210,JEZ,1.0,0,0
471160911,20181211,JEZ,2.0,0,0
471260911,20181212,JEZ,2.0,0,0
471360911,20181213,JEZ,2.0,0,0
481134412,2018121,OKZ,4.0,0,0
481234412,2018122,OKZ,3.0,0,0
481334412,2018123,OKZ,4.0,0,0
481434412,2018124,OKZ,1.0,0,0
481534412,2018125,OKZ,2.0,0,0
481634412,2018126,OKZ,1.0,0,0
481734412,2018127,OKZ,1.0,0,0
481834412,2018128,OKZ,1.0,0,0
481934412,2018129,OKZ,2.0,0,0
471034412,20181210,OKZ,3.0,0,0
471134412,20181211,OKZ,1.0,0,0
471234412,20181212,OKZ,1.0,0,0
471334412,20181213,OKZ,4.0,0,0
481129558,2018121,POG,1.0,0,0
481229558,2018122,POG,1.0,0,0
481329558,2018123,POG,2.0,0,0
481429558,2018124,POG,4.0,0,0
481529558,2018125,POG,5.0,0,0
481629558,2018126,POG,3.0,0,0
481729558,2018127,POG,1.0,0,0
481829558,2018128,POG,3.0,0,0
481929558,2018129,POG,7.0,1,0
471029558,20181210,POG,6.0,0,0
471129558,20181211,POG,6.0,0,0
471229558,20181212,POG,1.0,0,0
471329558,20181213,POG,1.0,0,0
481185952,2018121,JK2,5.0,0,0
481285952,2018122,JK2,4.0,0,0
481385952,2018123,JK2,2.0,0,0
481485952,2018124,JK2,4.0,0,0
481585952,2018125,JK2,1.0,0,0
481685952,2018126,JK2,3.0,0,0
481785952,2018127,JK2,5.0,0,0
481885952,2018128,JK2,1.0,0,0
481985952,2018129,JK2,2.0,0,0
471085952,20181210,JK2,1.0,0,0
471185952,20181211,JK2,2.0,0,0
471285952,20181212,JK2,6.0,0,0
471385952,20181213,JK2,6.0,0,0
481127184,2018121,DZY,2.0,0,0
481227184,2018122,DZY,2.0,0,0
481327184,2018123,DZY,4.0,0,0
481427184,2018124,DZY,2.0,0,0
481527184,2018125,DZY,1.0,0,0
481627184,2018126,DZY,2.0,0,0
481727184,2018127,DZY,5.0,0,0
481827184,2018128,DZY,4.0,0,0
481927184,2018129,DZY,4.0,0,0
471027184,20181210,DZY,6.0,0,0
471127184,20181211,DZY,3.0,0,0
471227184,20181212,DZY,3.0,0,0
471327184,20181213,DZY,4.0,0,0
481195746,2018121,YCS,5.0,0,0
481295746,2018122,YCS,2.0,0,0
481395746,2018123,YCS,1.0,0,0
481495746,2018124,YCS,7.0,1,0
481595746,2018125,YCS,3.0,0,0
481695746,2018126,YCS,6.0,0,0
481795746,2018127,YCS,4.0,0,0
481895746,2018128,YCS,7.0,1,0
481995746,2018129,YCS,1.0,0,0
471095746,20181210,YCS,2.0,0,0
471195746,20181211,YCS,1.0,0,0
471295746,20181212,YCS,4.0,0,0
471395746,20181213,YCS,3.0,0,0
481172748,2018121,LEG,3.0,0,0
481272748,2018122,LEG,5.0,0,0
481372748,2018123,LEG,5.0,0,0
481472748,2018124,LEG,3.0,0,0
481572748,2018125,LEG,7.0,1,0
481672748,2018126,LEG,4.0,0,0
481772748,2018127,LEG,2.0,0,0
481872748,2018128,LEG,3.0,0,0
481972748,2018129,LEG,3.0,0,0
471072748,20181210,LEG,5.0,0,0
471172748,20181211,LEG,4.0,0,0
471272748,20181212,LEG,2.0,0,0
471372748,20181213,LEG,1.0,0,0
481148318,2018121,JKM,3.0,0,0
481248318,2018122,JKM,3.0,0,0
481348318,2018123,JKM,6.0,0,0
481448318,2018124,JKM,3.0,0,0
481548318,2018125,JKM,3.0,0,0
481648318,2018126,JKM,5.0,0,0
481748318,2018127,JKM,3.0,0,0
481848318,2018128,JKM,5.0,0,0
481948318,2018129,JKM,3.0,0,0
471048318,20181210,JKM,4.0,0,0
471148318,20181211,JKM,3.0,0,0
471248318,20181212,JKM,5.0,0,0
471348318,20181213,JKM,2.0,0,0
48113262,2018121,WTZ,2.0,0,0
48123262,2018122,WTZ,4.0,0,0
48133262,2018123,WTZ,3.0,0,0
48143262,2018124,WTZ,6.0,0,0
48153262,2018125,WTZ,2.0,0,0
48163262,2018126,WTZ,2.0,0,0
48173262,2018127,WTZ,7.0,1,0
48183262,2018128,WTZ,2.0,0,0
48193262,2018129,WTZ,6.0,0,0
47103262,20181210,WTZ,2.0,0,0
47113262,20181211,WTZ,5.0,0,0
47123262,20181212,WTZ,5.0,0,0
47133262,20181213,WTZ,3.0,0,0
481168836,2018121,ODY,6.0,0,0
481268836,2018122,ODY,5.0,0,0
481368836,2018123,ODY,3.0,0,0
481468836,2018124,ODY,2.0,0,0
481568836,2018125,ODY,5.0,0,0
481668836,2018126,ODY,5.0,0,0
481768836,2018127,ODY,4.0,0,0
481868836,2018128,ODY,2.0,0,0
481968836,2018129,ODY,4.0,0,0
471068836,20181210,ODY,3.0,0,0
471168836,20181211,ODY,5.0,0,0
471268836,20181212,ODY,4.0,0,0
471368836,20181213,ODY,6.0,0,0
481110749,2018121,YC2,4.0,0,0
481210749,2018122,YC2,7.0,1,0
481310749,2018123,YC2,5.0,0,0
481410749,2018124,YC2,5.0,0,0
481510749,2018125,YC2,4.0,0,0
481610749,2018126,YC2,4.0,0,0
481710749,2018127,YC2,3.0,0,0
481810749,2018128,YC2,6.0,0,0
481910749,2018129,YC2,5.0,0,0
471010749,20181210,YC2,4.0,0,0
