ID_wystepowania,ID_Zawodnika,ID_Regat,ID_wariantu_klubu,WynikWRegatach,Trening
,81240063,66750266,20193720.0,,
,48204045,66750266,20193720.0,,
,8499409,66750266,20193720.0,,
,82325033,66750266,20193720.0,,
,61838003,66750266,94762767.0,,
,52111469,66750266,94762767.0,,
,22978926,66750266,94762767.0,,
,16784347,66750266,94762767.0,,
,50933544,66750266,32084212.0,,
,33305205,66750266,32084212.0,,
,21913805,66750266,32084212.0,,
,48092005,66750266,32084212.0,,
,76027076,66750266,32084212.0,,
,95849184,66750266,32084212.0,,
,60153375,66750266,93352367.0,,
,24307135,66750266,93352367.0,,
,60557330,66750266,93352367.0,,
,35452913,66750266,93352367.0,,
,31221524,66750266,93352367.0,,
,93841623,66750266,43499430.0,,
,37387840,66750266,43499430.0,,
,70014022,66750266,43499430.0,,
,96269851,66750266,43499430.0,,
,43098518,66750266,43499430.0,,
,86467729,66750266,54029406.0,,
,1644879,66750266,54029406.0,,
,278144,66750266,54029406.0,,
,6883088,66750266,54029406.0,,
,69817650,66750266,54029406.0,,
,71589137,66750266,75229146.0,,
,88404478,66750266,75229146.0,,
,86014501,66750266,75229146.0,,
,13647562,66750266,75229146.0,,
,83892341,66750266,75229146.0,,
,65426102,66750266,75229146.0,,
,73728079,66750266,24653760.0,,
,45466641,66750266,24653760.0,,
,73821741,66750266,24653760.0,,
,38863535,66750266,24653760.0,,
,97775821,66750266,24653760.0,,
,15603428,66750266,88548085.0,,
,94977439,66750266,88548085.0,,
,52138719,66750266,88548085.0,,
,66228283,66750266,88548085.0,,
,39985598,66750266,88548085.0,,
,69935946,66750266,88548085.0,,
,38692380,66750266,88548085.0,,
,21665175,66750266,89450984.0,,
,61999083,66750266,89450984.0,,
,67917096,66750266,89450984.0,,
,55877890,66750266,89450984.0,,
,9574951,66750266,68665036.0,,
,36838735,66750266,68665036.0,,
,32257615,66750266,68665036.0,,
,10463259,66750266,68665036.0,,
,80560727,66750266,16719099.0,,
,16386823,66750266,16719099.0,,
,49449500,66750266,16719099.0,,
,21737312,66750266,16719099.0,,
,8649496,66750266,16719099.0,,
,55887803,66750266,96948674.0,,
,26263252,66750266,96948674.0,,
