ID_wystepowania,ID_Zawodnika,ID_Regat,ID_wariantu_klubu,WynikWRegatach,Trening
,17046182,9664111,75141924,,
,57241578,9664111,75141924,,
,61838003,70902597,75141924,,
,17046182,70902597,75141924,,
,57241578,70902597,75141924,,
,90482603,70902597,75141924,,
,61838003,94367801,75141924,,
,17046182,94367801,75141924,,
,57241578,94367801,75141924,,
,90482603,94367801,75141924,,
,61838003,74940339,75141924,,
,57241578,74940339,75141924,,
,90482603,74940339,75141924,,
,5797727,74940339,75141924,,
,50933544,9664111,95701656,,
,48092005,9664111,95701656,,
,21913805,9664111,95701656,,
,31922204,9664111,95701656,,
,46299874,9664111,95701656,,
,50933544,70902597,95701656,,
,48092005,70902597,95701656,,
,21913805,70902597,95701656,,
,33305205,70902597,95701656,,
,50933544,94367801,95701656,,
,48092005,94367801,95701656,,
,21913805,94367801,95701656,,
,95849184,94367801,95701656,,
,50933544,74940339,95701656,,
,48092005,74940339,95701656,,
,21913805,74940339,95701656,,
,33305205,74940339,95701656,,
,15603428,9664111,89761386,,
,95363125,9664111,89761386,,
,69935946,9664111,89761386,,
,94977439,9664111,89761386,,
,52138719,9664111,89761386,,
,15603428,70902597,89761386,,
,69935946,70902597,89761386,,
,95363125,70902597,89761386,,
,94977439,70902597,89761386,,
,52138719,70902597,89761386,,
,60864164,70902597,89761386,,
,15603428,94367801,89761386,,
,95363125,94367801,89761386,,
,69935946,94367801,89761386,,
,94977439,94367801,89761386,,
,60864164,94367801,89761386,,
,15603428,74940339,89761386,,
,95363125,74940339,89761386,,
,94977439,74940339,89761386,,
,52138719,74940339,89761386,,
,69935946,74940339,89761386,,
,60864164,74940339,89761386,,
,56650447,74940339,89761386,,
,24307135,9664111,57461405,,
,60153375,9664111,57461405,,
,35452913,9664111,57461405,,
,95127241,9664111,57461405,,
,60557330,9664111,57461405,,
,60153375,70902597,57461405,,
,24307135,70902597,57461405,,
,60557330,70902597,57461405,,
,31221524,70902597,57461405,,
,35452913,70902597,57461405,,
,60557330,94367801,57461405,,
,60153375,94367801,57461405,,
,24307135,94367801,57461405,,
,35452913,94367801,57461405,,
,31221524,94367801,57461405,,
,60153375,74940339,57461405,,
,35452913,74940339,57461405,,
,24307135,74940339,57461405,,
,95127241,74940339,57461405,,
,60557330,74940339,57461405,,
,31221524,74940339,57461405,,
,53781072,9664111,31561187,,
,13647562,9664111,31561187,,
,65426102,9664111,31561187,,
,88404478,9664111,31561187,,
,71589137,70902597,31561187,,
,55069354,70902597,31561187,,
,88404478,70902597,31561187,,
,83892341,70902597,31561187,,
,83892341,94367801,31561187,,
,71589137,94367801,31561187,,
,88404478,94367801,31561187,,
,55069354,94367801,31561187,,
,71589137,74940339,31561187,,
,83892341,74940339,31561187,,
,88404478,74940339,31561187,,
,55069354,74940339,31561187,,
,30986928,9664111,3343985,,
,29313658,9664111,3343985,,
,99101256,9664111,3343985,,
,64982746,9664111,3343985,,
,94801578,70902597,3343985,,
,22027956,70902597,3343985,,
,29313658,70902597,3343985,,
,99101256,70902597,3343985,,
,99101256,94367801,3343985,,
,4182689,94367801,3343985,,
,30986928,94367801,3343985,,
,94801578,94367801,3343985,,
,62687687,74940339,3343985,,
,59502195,74940339,3343985,,
,87762857,74940339,3343985,,
,94801578,74940339,3343985,,
,95817148,9664111,97015711,,
,95999433,9664111,97015711,,
,48204045,9664111,97015711,,
,81240063,9664111,97015711,,
,48204045,70902597,97015711,,
,95817148,70902597,97015711,,
,81240063,70902597,97015711,,
,95999433,70902597,97015711,,
,83057212,94367801,97015711,,
,95999433,94367801,97015711,,
,48204045,94367801,97015711,,
,81240063,94367801,97015711,,
,81240063,74940339,97015711,,
,34328770,74940339,97015711,,
,95999433,74940339,97015711,,
,48204045,74940339,97015711,,
,38863535,9664111,73113253,,
,73821741,9664111,73113253,,
,41923142,9664111,73113253,,
,52305487,9664111,73113253,,
,73728079,9664111,73113253,,
,38863535,70902597,73113253,,
,73821741,70902597,73113253,,
,73728079,70902597,73113253,,
,32087038,70902597,73113253,,
,38863535,94367801,73113253,,
,73821741,94367801,73113253,,
,52305487,94367801,73113253,,
,41923142,94367801,73113253,,
,38863535,74940339,73113253,,
,73821741,74940339,73113253,,
,41923142,74940339,73113253,,
,73728079,74940339,73113253,,
,70332221,9664111,39923431,,
,55567527,9664111,39923431,,
,45466641,9664111,39923431,,
,67917096,9664111,39923431,,
,21665175,70902597,39923431,,
,61999083,70902597,39923431,,
,67917096,70902597,39923431,,
,45466641,70902597,39923431,,
,21665175,94367801,39923431,,
,45466641,94367801,39923431,,
,61999083,94367801,39923431,,
,67917096,94367801,39923431,,
,61999083,74940339,39923431,,
,21665175,74940339,39923431,,
,45466641,74940339,39923431,,
,67917096,74940339,39923431,,
,56240541,9664111,64830853,,
,91355346,9664111,64830853,,
,28164958,9664111,64830853,,
,2248904,9664111,64830853,,
,56240541,70902597,64830853,,
,2248904,70902597,64830853,,
,28374567,70902597,64830853,,
,91355346,70902597,64830853,,
,81848913,70902597,64830853,,
,56240541,94367801,64830853,,
,2248904,94367801,64830853,,
,28374567,94367801,64830853,,
,28164958,94367801,64830853,,
,2248904,74940339,64830853,,
,28164958,74940339,64830853,,
,56240541,74940339,64830853,,
,28374567,74940339,64830853,,
,48165678,74940339,64830853,,
,92508522,9664111,35887754,,
,24449860,9664111,35887754,,
,71420672,9664111,35887754,,
,55887803,9664111,35887754,,
,81311454,70902597,35887754,,
,71420672,70902597,35887754,,
