ID_wynikRegat,regaty,ID_wariantu_klubu,miejsceWRegatach
,01584594,21267167,1
,01584594,91582502,2
,01584594,00832153,3
,01584594,81612175,4
,01584594,27807818,5
,01584594,61715106,6
,01584594,89507832,7
,01584594,50313289,8
,01584594,14257077,9
,01584594,77440855,10
