ID_wynikRegat,regaty,ID_wariantu_klubu,miejsceWRegatach
,41227949,22870948,1
,41227949,05017328,2
,41227949,50479116,3
,41227949,93352367,4
,41227949,49016370,5
,41227949,45182694,6
,41227949,37025542,7
,41227949,74138089,8
,41227949,04753566,9
,41227949,89956687,10
,41227949,65777980,11
,41227949,66482565,12
,41227949,35905966,13
,41227949,07895165,14
