ID_wyscigu,ID_Regat,Numer_wyscigu,Finalowy
45458248,85326506,1,False
52154487,85326506,2,False
66135623,85326506,3,False
72495350,85326506,4,False
93099157,85326506,5,False
81945846,85326506,6,False
94399313,85326506,7,False
94305207,85326506,8,False
78246807,85326506,9,False
08110448,85326506,10,False
46378358,85326506,11,False
80349071,85326506,12,False
25586262,85326506,13,False
10328088,85326506,14,False
14285096,85326506,15,False
68052636,85326506,16,False
31530972,85326506,17,False
94640189,85326506,18,False
86338101,85326506,19,False
81549904,85326506,20,False
06417530,85326506,21,False
77611172,85326506,22,False
71391786,85326506,23,False
87352033,85326506,24,False
