ID_wynikRegat,regaty,ID_wariantu_klubu,miejsceWRegatach
,28212392,93352367,1
,28212392,22870948,2
,28212392,05017328,3
,28212392,89956687,4
,28212392,74138089,5
,28212392,04753566,6
,28212392,49016370,7
,28212392,66482565,8
,28212392,37025542,9
,28212392,45182694,10
,28212392,50479116,11
,28212392,65777980,12
,28212392,35905966,13
,28212392,07895165,14
