ID_miejsca,ID_wyscigu,ID_wariantu_klubu,Zajete_miejsce,Kary,Numer_lodki
,73318121,02427462,2.0,0,0
,48835044,02427462,4.0,0,0
,69597306,02427462,1.0,0,0
,39172226,02427462,1.0,0,0
,36700170,02427462,1.0,0,0
,82294366,02427462,5.0,0,0
,67044170,02427462,6.0,0,0
,34637062,02427462,5.0,0,0
,65215015,02427462,1.0,0,0
,27898788,02427462,1.0,0,0
,05950772,02427462,2.0,0,0
,85963872,02427462,1.0,0,0
,75779663,02427462,1.0,0,0
,94715680,02427462,8.0,0,0
,56647307,02427462,9.0,0,0
,73318121,37025542,4.0,0,0
,48835044,37025542,1.0,0,0
,69597306,37025542,8.0,0,0
,39172226,37025542,2.0,0,0
,36700170,37025542,7.0,0,0
,82294366,37025542,3.5,0,0
,67044170,37025542,1.0,0,0
,34637062,37025542,3.0,0,0
,65215015,37025542,2.0,0,0
,27898788,37025542,1.0,0,0
,05950772,37025542,6.0,0,0
,85963872,37025542,4.0,0,0
,75779663,37025542,2.0,0,0
,94715680,37025542,6.0,0,0
,56647307,37025542,1.0,0,0
,73318121,88548085,1.0,0,0
,48835044,88548085,7.0,0,0
,69597306,88548085,1.0,0,0
,39172226,88548085,3.0,0,0
,36700170,88548085,5.0,0,0
,82294366,88548085,2.0,0,0
,67044170,88548085,3.0,0,0
,34637062,88548085,1.0,0,0
,65215015,88548085,3.0,0,0
,27898788,88548085,6.0,0,0
,05950772,88548085,8.0,0,0
,85963872,88548085,1.0,0,0
,75779663,88548085,3.0,0,0
,94715680,88548085,6.0,0,0
,56647307,88548085,2.0,0,0
,73318121,24653760,1.0,0,0
,48835044,24653760,2.0,0,0
,69597306,24653760,2.0,0,0
,39172226,24653760,4.0,0,0
,36700170,24653760,2.0,0,0
,82294366,24653760,9.0,0,0
,67044170,24653760,5.0,0,0
,34637062,24653760,4.0,0,0
,65215015,24653760,5.0,0,0
,27898788,24653760,8.0,0,0
,05950772,24653760,3.0,0,0
,85963872,24653760,3.0,0,0
,75779663,24653760,3.0,0,0
,94715680,24653760,1.0,0,0
,56647307,24653760,4.0,0,0
,73318121,16719099,5.0,0,0
,48835044,16719099,3.0,0,0
,69597306,16719099,6.0,0,0
,39172226,16719099,6.0,0,0
,36700170,16719099,3.0,0,0
,82294366,16719099,4.0,0,0
,67044170,16719099,7.0,0,0
,34637062,16719099,6.0,0,0
,65215015,16719099,3.0,0,0
,27898788,16719099,2.0,0,0
,05950772,16719099,1.0,0,0
,85963872,16719099,3.0,0,0
,75779663,16719099,6.0,0,0
,94715680,16719099,3.0,0,0
,56647307,16719099,3.0,0,0
,73318121,22870948,9.0,0,0
,48835044,22870948,6.0,0,0
,69597306,22870948,2.0,0,0
,39172226,22870948,5.0,0,0
,36700170,22870948,2.0,0,0
,82294366,22870948,2.0,0,0
,67044170,22870948,2.0,0,0
,34637062,22870948,3.0,0,0
,65215015,22870948,7.0,0,0
,27898788,22870948,4.0,0,0
,05950772,22870948,7.0,0,0
,85963872,22870948,5.0,0,0
,75779663,22870948,5.0,0,0
,94715680,22870948,4.0,0,0
,56647307,22870948,5.0,0,0
,73318121,96948674,7.0,0,0
,48835044,96948674,2.0,0,0
,69597306,96948674,4.0,0,0
,39172226,96948674,3.0,0,0
,36700170,96948674,6.0,0,0
,82294366,96948674,6.0,0,0
,67044170,96948674,4.0,0,0
,34637062,96948674,8.0,0,0
,65215015,96948674,1.0,0,0
,27898788,96948674,4.0,0,0
,05950772,96948674,4.0,0,0
,85963872,96948674,4.0,0,0
,75779663,96948674,4.0,0,0
,94715680,96948674,5.0,0,0
,56647307,96948674,6.0,0,0
,73318121,89450984,5.0,0,0
,48835044,89450984,5.0,0,0
,69597306,89450984,3.0,0,0
,39172226,89450984,2.0,0,0
,36700170,89450984,9.0,0,0
,82294366,89450984,3.5,0,0
,67044170,89450984,2.0,0,0
,34637062,89450984,2.0,0,0
,65215015,89450984,7.0,0,0
,27898788,89450984,3.0,0,0
,05950772,89450984,2.0,0,0
,85963872,89450984,9.0,0,0
,75779663,89450984,2.0,0,0
,94715680,89450984,9.0,0,0
,56647307,89450984,7.0,0,0
,73318121,20193720,2.0,0,0
,48835044,20193720,9.0,0,0
,69597306,20193720,9.0,0,0
,39172226,20193720,4.0,0,0
,36700170,20193720,4.0,0,0
,82294366,20193720,3.0,0,0
,67044170,20193720,3.0,0,0
,34637062,20193720,2.0,0,0
,65215015,20193720,6.0,0,0
,27898788,20193720,6.0,0,0
,05950772,20193720,5.0,0,0
,85963872,20193720,2.0,0,0
,75779663,20193720,7.0,0,0
,94715680,20193720,2.0,0,0
,56647307,20193720,8.0,0,0
,73318121,93352367,3.0,0,0
,48835044,93352367,9.0,0,0
,69597306,93352367,5.0,0,0
,39172226,93352367,1.0,0,0
,36700170,93352367,6.0,0,0
,82294366,93352367,9.0,0,0
,67044170,93352367,1.0,0,0
,34637062,93352367,6.0,0,0
,65215015,93352367,8.0,0,0
,27898788,93352367,9.0,0,0
,05950772,93352367,3.0,0,0
,85963872,93352367,2.0,0,0
,75779663,93352367,4.0,0,0
,94715680,93352367,1.0,0,0
,56647307,93352367,2.0,0,0
,73318121,32084212,3.0,0,0
,48835044,32084212,3.0,0,0
,69597306,32084212,8.0,0,0
,39172226,32084212,7.0,0,0
,36700170,32084212,4.0,0,0
,82294366,32084212,1.0,0,0
,67044170,32084212,9.0,0,0
,34637062,32084212,7.0,0,0
,65215015,32084212,8.0,0,0
,27898788,32084212,5.0,0,0
,05950772,32084212,4.0,0,0
,85963872,32084212,8.0,0,0
,75779663,32084212,1.0,0,0
,94715680,32084212,3.0,0,0
,56647307,32084212,3.0,0,0
,73318121,75229146,4.0,0,0
,48835044,75229146,4.0,0,0
,69597306,75229146,3.0,0,0
,39172226,75229146,6.0,0,0
,36700170,75229146,3.0,0,0
,82294366,75229146,7.0,0,0
,67044170,75229146,8.0,0,0
,34637062,75229146,1.0,0,0
,65215015,75229146,2.0,0,0
,27898788,75229146,7.0,0,0
,05950772,75229146,8.0,0,0
,85963872,75229146,5.0,0,0
,75779663,75229146,6.0,0,0
,94715680,75229146,7.0,0,0
,56647307,75229146,7.0,0,0
,73318121,98503007,7.0,0,0
,48835044,98503007,5.0,0,0
,69597306,98503007,4.0,0,0
,39172226,98503007,5.0,0,0
,36700170,98503007,9.0,0,0
,82294366,98503007,5.0,0,0
,67044170,98503007,5.0,0,0
,34637062,98503007,5.0,0,0
,65215015,98503007,6.0,0,0
,27898788,98503007,5.0,0,0
,05950772,98503007,1.0,0,0
,85963872,98503007,6.0,0,0
,75779663,98503007,5.0,0,0
,94715680,98503007,8.0,0,0
,56647307,98503007,6.0,0,0
,73318121,94762767,6.0,0,0
,48835044,94762767,7.0,0,0
,69597306,94762767,6.0,0,0
,39172226,94762767,7.0,0,0
,36700170,94762767,8.0,0,0
,82294366,94762767,1.0,0,0
,67044170,94762767,4.0,0,0
,34637062,94762767,8.0,0,0
,65215015,94762767,4.0,0,0
,27898788,94762767,3.0,0,0
,05950772,94762767,5.0,0,0
,85963872,94762767,7.0,0,0
,75779663,94762767,8.0,0,0
,94715680,94762767,5.0,0,0
,56647307,94762767,5.0,0,0
,73318121,99914577,8.0,0,0
,48835044,99914577,6.0,0,0
,69597306,99914577,7.0,0,0
,39172226,99914577,8.0,0,0
,36700170,99914577,5.0,0,0
,82294366,99914577,6.0,0,0
,67044170,99914577,6.0,0,0
,34637062,99914577,10.0,1,0
,65215015,99914577,4.0,0,0
,27898788,99914577,7.0,0,0
,05950772,99914577,6.0,0,0
,85963872,99914577,6.0,0,0
,75779663,99914577,7.0,0,0
,94715680,99914577,2.0,0,0
,56647307,99914577,1.0,0,0
,73318121,60467964,8.0,0,0
,48835044,60467964,1.0,0,0
,69597306,60467964,5.0,0,0
