ID_wynikRegat,regaty,ID_wariantu_klubu,miejsceWRegatach
,16117658,60467964,1
,16117658,30762817,2
,16117658,66190843,3
,16117658,35905966,4
,16117658,22870948,5
,16117658,16709889,6
,16117658,49016370,7
,16117658,23168504,8
,16117658,24214318,9
,16117658,77605514,10
,16117658,85311650,11
,16117658,66934318,12
,16117658,06377109,13
,16117658,53003010,14
,16117658,91023766,15
,16117658,47712969,16
,16117658,35560429,17
,16117658,95180475,18
