ID_miejsca,ID_wyscigu,ID_wariantu_klubu,Zajete_miejsce,Kary,Numer_lodki
,36372050,93352367,2.0,0,0
,28334227,93352367,1.0,0,0
,88397903,93352367,5.0,0,0
,42415719,93352367,5.0,0,0
,75928300,93352367,1.0,0,0
,67611200,93352367,2.0,0,0
,43775929,93352367,1.0,0,0
,25348582,93352367,1.0,0,0
,83596217,93352367,4.0,0,0
,06787167,93352367,6.0,0,0
,09678100,93352367,1.0,0,0
,85200521,93352367,1.0,0,0
,36372050,22870948,5.0,0,0
,28334227,22870948,1.0,0,0
,88397903,22870948,1.0,0,0
,42415719,22870948,1.0,0,0
,75928300,22870948,1.0,0,0
,67611200,22870948,6.0,0,0
,43775929,22870948,5.0,0,0
,25348582,22870948,3.0,0,0
,83596217,22870948,1.0,0,0
,06787167,22870948,2.0,0,0
,09678100,22870948,1.0,0,0
,85200521,22870948,5.0,0,0
,36372050,05017328,1.0,0,0
,28334227,05017328,3.0,0,0
,88397903,05017328,3.0,0,0
,42415719,05017328,2.0,0,0
,75928300,05017328,6.0,0,0
,67611200,05017328,4.0,0,0
,43775929,05017328,3.0,0,0
,25348582,05017328,3.0,0,0
,83596217,05017328,2.0,0,0
,06787167,05017328,1.0,0,0
,09678100,05017328,2.0,0,0
,85200521,05017328,3.0,0,0
,36372050,89956687,2.0,0,0
,28334227,89956687,2.0,0,0
,88397903,89956687,1.0,0,0
,42415719,89956687,4.0,0,0
,75928300,89956687,2.0,0,0
,67611200,89956687,1.0,0,0
,43775929,89956687,5.0,0,0
,25348582,89956687,8.0,0,0
,83596217,89956687,6.0,0,0
,06787167,89956687,3.0,0,0
,09678100,89956687,5.0,0,0
,85200521,89956687,4.0,0,0
,36372050,74138089,5.0,0,0
,28334227,74138089,3.0,0,0
,88397903,74138089,2.0,0,0
,42415719,74138089,7.0,0,0
,75928300,74138089,3.0,0,0
,67611200,74138089,4.0,0,0
,43775929,74138089,1.0,0,0
,25348582,74138089,5.0,0,0
,83596217,74138089,6.0,0,0
,06787167,74138089,2.0,0,0
,09678100,74138089,2.0,0,0
,85200521,74138089,2.0,0,0
,36372050,04753566,4.0,0,0
,28334227,04753566,2.0,0,0
,88397903,04753566,4.0,0,0
,42415719,04753566,2.0,0,0
,75928300,04753566,5.0,0,0
,67611200,04753566,2.0,0,0
,43775929,04753566,2.0,0,0
,25348582,04753566,6.0,0,0
,83596217,04753566,4.0,0,0
,06787167,04753566,4.0,0,0
,09678100,04753566,5.0,0,0
,85200521,04753566,3.0,0,0
,36372050,49016370,1.0,0,0
,28334227,49016370,4.0,0,0
,88397903,49016370,4.0,0,0
,42415719,49016370,1.0,0,0
,75928300,49016370,3.0,0,0
,67611200,49016370,1.0,0,0
