ID_miejsca,ID_wyscigu,ID_wariantu_klubu,Zajete_miejsce,Kary,Numer_lodki
,01688968,22870948,2.0,0,0
,81907497,22870948,3.0,0,0
,39502289,22870948,1.0,0,0
,70145776,22870948,1.0,0,0
,56687445,22870948,1.0,0,0
,47616182,22870948,4.0,0,0
,15291303,22870948,3.0,0,0
,82433893,22870948,3.0,0,0
,71513799,22870948,1.0,0,0
,94162489,22870948,2.0,0,0
,76558081,22870948,3.0,0,0
,01688968,05017328,1.0,0,0
,81907497,05017328,5.0,0,0
,39502289,05017328,2.0,0,0
,70145776,05017328,2.0,0,0
,56687445,05017328,3.0,0,0
,47616182,05017328,1.0,0,0
,15291303,05017328,1.0,0,0
,82433893,05017328,1.0,0,0
,71513799,05017328,3.0,0,0
,94162489,05017328,5.0,0,0
,76558081,05017328,1.0,0,0
,01688968,50479116,5.0,0,0
,81907497,50479116,2.0,0,0
,39502289,50479116,1.0,0,0
,70145776,50479116,3.0,0,0
,56687445,50479116,2.0,0,0
,47616182,50479116,3.0,0,0
,15291303,50479116,4.0,0,0
,82433893,50479116,1.0,0,0
,71513799,50479116,1.0,0,0
,94162489,50479116,4.0,0,0
,76558081,50479116,2.0,0,0
,01688968,93352367,3.0,0,0
,81907497,93352367,2.0,0,0
,39502289,93352367,8.0,0,0
,70145776,93352367,1.0,0,0
,56687445,93352367,1.0,0,0
,47616182,93352367,1.0,0,0
,15291303,93352367,2.0,0,0
,82433893,93352367,7.0,0,0
,71513799,93352367,2.0,0,0
,94162489,93352367,1.0,0,0
,76558081,93352367,1.0,0,0
,01688968,49016370,2.0,0,0
,81907497,49016370,6.0,0,0
,39502289,49016370,2.0,0,0
,70145776,49016370,3.0,0,0
,56687445,49016370,4.0,0,0
,47616182,49016370,2.0,0,0
,15291303,49016370,5.0,0,0
,82433893,49016370,2.0,0,0
,71513799,49016370,6.0,0,0
,94162489,49016370,2.0,0,0
,76558081,49016370,4.0,0,0
,01688968,45182694,1.0,0,0
,81907497,45182694,5.0,0,0
,39502289,45182694,3.0,0,0
,70145776,45182694,2.0,0,0
,56687445,45182694,2.0,0,0
,47616182,45182694,4.0,0,0
,15291303,45182694,4.0,0,0
,82433893,45182694,2.0,0,0
,71513799,45182694,4.0,0,0
,94162489,45182694,7.0,0,0
,76558081,45182694,5.0,0,0
,01688968,37025542,3.0,0,0
,81907497,37025542,1.0,0,0
,39502289,37025542,4.0,0,0
,70145776,37025542,4.0,0,0
,56687445,37025542,7.0,0,0
,47616182,37025542,5.0,0,0
,15291303,37025542,6.0,0,0
,82433893,37025542,3.0,0,0
,71513799,37025542,7.0,0,0
,94162489,37025542,1.0,0,0
,76558081,37025542,3.0,0,0
,01688968,74138089,4.0,0,0
,81907497,74138089,3.0,0,0
,39502289,74138089,5.0,0,0
,70145776,74138089,6.0,0,0
,56687445,74138089,5.0,0,0
,47616182,74138089,3.0,0,0
,15291303,74138089,1.0,0,0
,82433893,74138089,6.0,0,0
,71513799,74138089,4.0,0,0
,94162489,74138089,3.0,0,0
,76558081,74138089,4.0,0,0
,01688968,04753566,8.0,0,0
,81907497,04753566,4.0,0,0
,39502289,04753566,6.0,0,0
,70145776,04753566,5.0,0,0
,56687445,04753566,7.0,0,0
,47616182,04753566,2.0,0,0
,15291303,04753566,5.0,0,0
,82433893,04753566,5.0,0,0
,71513799,04753566,2.0,0,0
,94162489,04753566,5.0,0,0
,76558081,04753566,2.0,0,0
,01688968,89956687,6.0,0,0
,81907497,89956687,1.0,0,0
,39502289,89956687,5.0,0,0
,70145776,89956687,6.0,0,0
,56687445,89956687,6.0,0,0
,47616182,89956687,6.0,0,0
,15291303,89956687,3.0,0,0
,82433893,89956687,4.0,0,0
,71513799,89956687,3.0,0,0
,94162489,89956687,3.0,0,0
,76558081,89956687,5.0,0,0
,01688968,65777980,7.0,0,0
,81907497,65777980,7.0,0,0
,39502289,65777980,3.0,0,0
,70145776,65777980,5.0,0,0
,56687445,65777980,3.0,0,0
,47616182,65777980,6.0,0,0
,15291303,65777980,2.0,0,0
,82433893,65777980,4.0,0,0
,71513799,65777980,5.0,0,0
,94162489,65777980,4.0,0,0
,76558081,65777980,7.0,0,0
,01688968,66482565,4.0,0,0
,81907497,66482565,4.0,0,0
,39502289,66482565,6.0,0,0
,70145776,66482565,4.0,0,0
,56687445,66482565,5.0,0,0
,47616182,66482565,5.0,0,0
,15291303,66482565,7.0,0,0
,82433893,66482565,5.0,0,0
,71513799,66482565,5.0,0,0
,94162489,66482565,6.0,0,0
,76558081,66482565,6.0,0,0
,01688968,35905966,6.0,0,0
,81907497,35905966,6.0,0,0
,39502289,35905966,7.0,0,0
,70145776,35905966,7.0,0,0
,56687445,35905966,4.0,0,0
,47616182,35905966,7.0,0,0
,15291303,35905966,7.0,0,0
,82433893,35905966,6.0,0,0
,71513799,35905966,6.0,0,0
,94162489,35905966,6.0,0,0
,76558081,35905966,6.0,0,0
,01688968,07895165,5.0,0,0
,81907497,07895165,7.0,0,0
,39502289,07895165,4.0,0,0
,70145776,07895165,7.0,0,0
,56687445,07895165,6.0,0,0
,47616182,07895165,7.0,0,0
,15291303,07895165,6.0,0,0
,82433893,07895165,7.0,0,0
,71513799,07895165,7.0,0,0
,94162489,07895165,7.0,0,0
,76558081,07895165,7.0,0,0
