ID_miejsca,ID_wyscigu,Skrot,Zajete_miejsce,Kary,Numer_lodki
534156800,2023421,PGR,1.0,0,0
534256800,2023422,PGR,2.0,0,0
534356800,2023423,PGR,3.0,0,0
534456800,2023424,PGR,4.0,0,0
534556800,2023425,PGR,1.0,0,0
534656800,2023426,PGR,2.0,0,0
534756800,2023427,PGR,7.0,0,0
534856800,2023428,PGR,1.0,0,0
534956800,2023429,PGR,4.0,0,0
534182721,2023421,WRO,2.0,0,0
534282721,2023422,WRO,4.0,0,0
534382721,2023423,WRO,5.0,0,0
534482721,2023424,WRO,2.0,0,0
534582721,2023425,WRO,2.0,0,0
534682721,2023426,WRO,4.0,0,0
534782721,2023427,WRO,1.0,0,0
534882721,2023428,WRO,8.0,0,0
534982721,2023429,WRO,2.0,0,0
534195746,2023421,YCS,1.0,0,0
534295746,2023422,YCS,1.0,0,0
534395746,2023423,YCS,6.0,0,0
534495746,2023424,YCS,7.0,0,0
534595746,2023425,YCS,3.0,0,0
534695746,2023426,YCS,3.0,0,0
534795746,2023427,YCS,4.0,0,0
534895746,2023428,YCS,5.0,0,0
534995746,2023429,YCS,5.0,0,0
534187479,2023421,AWF,7.0,0,0
534287479,2023422,AWF,8.0,0,0
534387479,2023423,AWF,1.0,0,0
534487479,2023424,AWF,5.0,0,0
534587479,2023425,AWF,3.0,0,0
534687479,2023426,AWF,8.0,0,0
534787479,2023427,AWF,4.0,0,0
534887479,2023428,AWF,2.0,0,0
534987479,2023429,AWF,1.0,0,0
534129558,2023421,POG,2.0,0,0
534229558,2023422,POG,7.0,0,0
534329558,2023423,POG,6.0,0,0
534429558,2023424,POG,6.0,0,0
534529558,2023425,POG,9.0,0,0
534629558,2023426,POG,2.0,0,0
534729558,2023427,POG,3.0,0,0
534829558,2023428,POG,3.0,0,0
534929558,2023429,POG,1.0,0,0
534196038,2023421,RSR,10.0,1,0
534296038,2023422,RSR,2.0,0,0
534396038,2023423,RSR,4.0,0,0
534496038,2023424,RSR,2.0,0,0
534596038,2023425,RSR,8.0,0,0
534696038,2023426,RSR,1.0,0,0
534796038,2023427,RSR,3.0,0,0
534896038,2023428,RSR,3.0,0,0
534996038,2023429,RSR,8.0,0,0
534116187,2023421,WAT,5.0,0,0
534216187,2023422,WAT,9.0,0,0
534316187,2023423,WAT,7.0,0,0
534416187,2023424,WAT,1.0,0,0
534516187,2023425,WAT,8.0,0,0
534616187,2023426,WAT,4.0,0,0
534716187,2023427,WAT,1.0,0,0
534816187,2023428,WAT,1.0,0,0
534916187,2023429,WAT,7.0,0,0
534118382,2023421,YKS,6.0,0,0
534218382,2023422,YKS,6.0,0,0
534318382,2023423,YKS,2.0,0,0
534418382,2023424,YKS,3.0,0,0
534518382,2023425,YKS,1.0,0,0
534618382,2023426,YKS,7.0,0,0
534718382,2023427,YKS,8.0,0,0
534818382,2023428,YKS,7.0,0,0
534918382,2023429,YKS,3.0,0,0
534193882,2023421,ISK,8.0,0,0
534293882,2023422,ISK,3.0,0,0
534393882,2023423,ISK,2.0,0,0
534493882,2023424,ISK,3.0,0,0
534593882,2023425,ISK,9.0,0,0
534693882,2023426,ISK,5.0,0,0
534793882,2023427,ISK,5.0,0,0
534893882,2023428,ISK,7.0,0,0
534993882,2023429,ISK,2.0,0,0
534143215,2023421,NSO,4.0,0,0
534243215,2023422,NSO,5.0,0,0
534343215,2023423,NSO,4.0,0,0
534443215,2023424,NSO,6.0,0,0
534543215,2023425,NSO,5.0,0,0
534643215,2023426,NSO,8.0,0,0
534743215,2023427,NSO,2.0,0,0
534843215,2023428,NSO,4.0,0,0
534943215,2023429,NSO,6.0,0,0
534111523,2023421,HRM,9.0,0,0
534211523,2023422,HRM,3.0,0,0
534311523,2023423,HRM,8.0,0,0
534411523,2023424,HRM,1.0,0,0
534511523,2023425,HRM,6.0,0,0
534611523,2023426,HRM,1.0,0,0
534711523,2023427,HRM,2.0,0,0
534811523,2023428,HRM,9.0,0,0
534911523,2023429,HRM,7.0,0,0
534185732,2023421,YKP,8.0,0,0
534285732,2023422,YKP,1.0,0,0
534385732,2023423,YKP,8.0,0,0
534485732,2023424,YKP,8.0,0,0
534585732,2023425,YKP,5.0,0,0
534685732,2023426,YKP,3.0,0,0
534785732,2023427,YKP,6.0,0,0
534885732,2023428,YKP,2.0,0,0
534985732,2023429,YKP,6.0,0,0
534183666,2023421,YCG,7.0,0,0
534283666,2023422,YCG,8.0,0,0
534383666,2023423,YCG,1.0,0,0
534483666,2023424,YCG,4.0,0,0
534583666,2023425,YCG,2.0,0,0
534683666,2023426,YCG,4.8,1,0
534783666,2023427,YCG,7.0,0,0
534883666,2023428,YCG,6.0,0,0
534983666,2023429,YCG,9.0,0,0
534148743,2023421,YKL,3.0,0,0
534248743,2023422,YKL,5.0,0,0
534348743,2023423,YKL,3.0,0,0
534448743,2023424,YKL,9.0,0,0
534548743,2023425,YKL,7.0,0,0
534648743,2023426,YKL,6.0,0,0
534748743,2023427,YKL,5.0,0,0
534848743,2023428,YKL,5.0,0,0
534948743,2023429,YKL,9.0,0,0
534112673,2023421,SZT,5.0,0,0
534212673,2023422,SZT,6.0,0,0
534312673,2023423,SZT,9.0,0,0
534412673,2023424,SZT,5.0,0,0
534512673,2023425,SZT,7.0,0,0
534612673,2023426,SZT,6.0,0,0
534712673,2023427,SZT,8.0,0,0
534812673,2023428,SZT,4.0,0,0
534912673,2023429,SZT,5.0,0,0
534134412,2023421,OKZ,6.0,0,0
534234412,2023422,OKZ,4.0,0,0
534334412,2023423,OKZ,5.0,0,0
534434412,2023424,OKZ,8.0,0,0
534534412,2023425,OKZ,4.0,0,0
534634412,2023426,OKZ,9.0,0,0
534734412,2023427,OKZ,6.8,1,0
534834412,2023428,OKZ,9.0,0,0
534934412,2023429,OKZ,4.0,0,0
534172748,2023421,LEG,3.0,0,0
534272748,2023422,LEG,9.0,0,0
534372748,2023423,LEG,7.0,0,0
534472748,2023424,LEG,9.0,0,0
534572748,2023425,LEG,4.0,0,0
534672748,2023426,LEG,7.0,0,0
534772748,2023427,LEG,6.3,1,0
534872748,2023428,LEG,8.0,0,0
534972748,2023429,LEG,3.0,0,0
534182700,2023421,POL,4.0,0,0
534282700,2023422,POL,7.0,0,0
534382700,2023423,POL,9.0,0,0
534482700,2023424,POL,7.0,0,0
534582700,2023425,POL,6.0,0,0
534682700,2023426,POL,5.0,0,0
534782700,2023427,POL,6.0,0,0
534882700,2023428,POL,6.0,0,0
534982700,2023429,POL,8.0,0,0
