ID_wystepowania,ID_Zawodnika,ID_Regat,Skrot,WynikWRegatach
41293241,43188873,70902597,YCG,4
78607576,43188873,94367801,YCG,7
51871530,43188873,74940339,YCG,1
82384143,11120520,70902597,YCG,4
90929207,11120520,94367801,YCG,7
37909247,11120520,74940339,YCG,1
96669875,66922321,70902597,YCG,4
71805239,66922321,94367801,YCG,7
82756218,66922321,74940339,YCG,1
99865066,56650447,70902597,YCG,4
