ID_wynikRegat,regaty,klub,miejsceWRegatach
,00133713,RSR,1
,00133713,HRM,2
,00133713,YCG,3
,00133713,YKP,4
,00133713,POG,5
,00133713,NIE,6
,00133713,YCS,7
,00133713,AWF,8
,00133713,SZT,9
,00133713,ONB,10
,00133713,WRO,11
,00133713,WAT,12
,00133713,LEG,13
,00133713,SPO,14
,00133713,ISK,15
,00133713,NSO,16
,00133713,YKL,17
,00133713,YKS,18
