ID_wyscigu,ID_Regat,Numer_wyscigu,Finalowy
16940034,77100366,1,False
66369873,77100366,2,False
52608027,77100366,3,False
19071993,77100366,4,False
64074362,77100366,5,False
75553068,77100366,6,False
98094781,77100366,7,False
28070015,77100366,8,False
07360811,77100366,9,False
59189890,77100366,10,False
63149617,77100366,11,False
14453711,77100366,12,False
53733842,77100366,13,False
52536772,77100366,14,False
99189746,77100366,15,False
73932889,77100366,16,False
32347789,77100366,17,False
33838906,77100366,18,False
