ID_wynikRegat,regaty,klub,miejsceWRegatach
,09664111,YCS,1
,09664111,YKS,2
,09664111,HRM,3
,09664111,SPO,4
,09664111,POG,5
,09664111,NSO,6
,09664111,YKL,7
,09664111,YCG,8
,09664111,WAT,9
,09664111,RSR,10
,09664111,YKP,11
,09664111,LEG,12
,09664111,WRO,13
,09664111,WOL,14
,09664111,AWF,15
,09664111,KKZ,16
,09664111,OCC,17
,09664111,PGR,18
