ID_wynikRegat,regaty,klub,miejsceWRegatach
,04685116,BLX,1
,04685116,LEG,2
,04685116,POG,3
,04685116,PGR,4
,04685116,YCG,5
,04685116,AWF,6
,04685116,YKS,7
,04685116,WAT,8
,04685116,ISK,9
,04685116,SZT,10
,04685116,SPO,11
,04685116,YCB,12
,04685116,WRO,13
,04685116,JNG,14
,04685116,GGR,15
,04685116,YCS,16
,04685116,ODY,17
,04685116,GAR,18
