ID_wynikRegat,regaty,klub,miejsceWRegatach
,08389469,ISK,1
,08389469,ONB,2
,08389469,SZT,3
,08389469,BSA,4
,08389469,NIE,5
,08389469,GAR,6
,08389469,HAL,7
,08389469,YS2,8
,08389469,SLA,9
,08389469,OKZ,10
,08389469,ODY,11
,08389469,YCB,12
,08389469,MEC,13
,08389469,YKW,14
,08389469,NAV,15
,08389469,ETI,16
,08389469,JSG,17
,08389469,PJK,18
