ID_wyscigu,ID_Regat,Numer_wyscigu,Finalowy
81089183,50851438,1,False
52440344,50851438,2,False
60832562,50851438,3,False
24226448,50851438,4,False
71584881,50851438,5,False
13012165,50851438,6,False
06172875,50851438,7,False
