plik,poziom_z_folderu,klub
./mnt/data/Regaty\2019\Ekstraklasa\Runda 1\2019 Ekstraklasa - Sopot.csv,Ekstraklasa,OD2
./mnt/data/Regaty\2019\Ekstraklasa\Runda 1\2019 Ekstraklasa - Sopot.csv,Ekstraklasa,ODY
./mnt/data/Regaty\2019\Ekstraklasa\Runda 2\2019 Ekstraklasa - Gdynia.csv,Ekstraklasa,IS2
./mnt/data/Regaty\2019\Ekstraklasa\Runda 2\2019 Ekstraklasa - Gdynia.csv,Ekstraklasa,JEZ
./mnt/data/Regaty\2019\Ekstraklasa\Runda 2\2019 Ekstraklasa - Gdynia.csv,Ekstraklasa,GIŻ
./mnt/data/Regaty\2019\Ekstraklasa\Runda 2\2019 Ekstraklasa - Gdynia.csv,Ekstraklasa,LEG
./mnt/data/Regaty\2019\Ekstraklasa\Runda 2\2019 Ekstraklasa - Gdynia.csv,Ekstraklasa,SZT
./mnt/data/Regaty\2019\Ekstraklasa\Runda 2\2019 Ekstraklasa - Gdynia.csv,Ekstraklasa,POG
./mnt/data/Regaty\2019\Ekstraklasa\Runda 2\2019 Ekstraklasa - Gdynia.csv,Ekstraklasa,OKZ
./mnt/data/Regaty\2019\Ekstraklasa\Runda 2\2019 Ekstraklasa - Gdynia.csv,Ekstraklasa,JKM
./mnt/data/Regaty\2019\Ekstraklasa\Runda 2\2019 Ekstraklasa - Gdynia.csv,Ekstraklasa,OD2
./mnt/data/Regaty\2019\Ekstraklasa\Runda 2\2019 Ekstraklasa - Gdynia.csv,Ekstraklasa,DZY
./mnt/data/Regaty\2019\Ekstraklasa\Runda 2\2019 Ekstraklasa - Gdynia.csv,Ekstraklasa,YCS
./mnt/data/Regaty\2019\Ekstraklasa\Runda 2\2019 Ekstraklasa - Gdynia.csv,Ekstraklasa,ODY
./mnt/data/Regaty\2019\Ekstraklasa\Runda 3\2019 Ekstraklasa - Świnoujście.csv,Ekstraklasa,GIŻ
./mnt/data/Regaty\2019\Ekstraklasa\Runda 3\2019 Ekstraklasa - Świnoujście.csv,Ekstraklasa,JEZ
./mnt/data/Regaty\2019\Ekstraklasa\Runda 3\2019 Ekstraklasa - Świnoujście.csv,Ekstraklasa,POG
./mnt/data/Regaty\2019\Ekstraklasa\Runda 3\2019 Ekstraklasa - Świnoujście.csv,Ekstraklasa,LEG
./mnt/data/Regaty\2019\Ekstraklasa\Runda 3\2019 Ekstraklasa - Świnoujście.csv,Ekstraklasa,OKZ
./mnt/data/Regaty\2019\Ekstraklasa\Runda 3\2019 Ekstraklasa - Świnoujście.csv,Ekstraklasa,DZY
./mnt/data/Regaty\2019\Ekstraklasa\Runda 3\2019 Ekstraklasa - Świnoujście.csv,Ekstraklasa,SZT
./mnt/data/Regaty\2019\Ekstraklasa\Runda 3\2019 Ekstraklasa - Świnoujście.csv,Ekstraklasa,IS2
./mnt/data/Regaty\2019\Ekstraklasa\Runda 3\2019 Ekstraklasa - Świnoujście.csv,Ekstraklasa,ODY
./mnt/data/Regaty\2019\Ekstraklasa\Runda 3\2019 Ekstraklasa - Świnoujście.csv,Ekstraklasa,JKM
./mnt/data/Regaty\2019\Ekstraklasa\Runda 3\2019 Ekstraklasa - Świnoujście.csv,Ekstraklasa,YCS
./mnt/data/Regaty\2019\Ekstraklasa\Runda 3\2019 Ekstraklasa - Świnoujście.csv,Ekstraklasa,OD2
./mnt/data/Regaty\2019\Ekstraklasa\Runda 4\2019 Ekstraklasa - Szczecin.csv,Ekstraklasa,GIŻ
./mnt/data/Regaty\2019\Ekstraklasa\Runda 4\2019 Ekstraklasa - Szczecin.csv,Ekstraklasa,LEG
./mnt/data/Regaty\2019\Ekstraklasa\Runda 4\2019 Ekstraklasa - Szczecin.csv,Ekstraklasa,SZT
./mnt/data/Regaty\2019\Ekstraklasa\Runda 4\2019 Ekstraklasa - Szczecin.csv,Ekstraklasa,IS2
./mnt/data/Regaty\2019\Ekstraklasa\Runda 4\2019 Ekstraklasa - Szczecin.csv,Ekstraklasa,POG
./mnt/data/Regaty\2019\Ekstraklasa\Runda 4\2019 Ekstraklasa - Szczecin.csv,Ekstraklasa,JEZ
./mnt/data/Regaty\2019\Ekstraklasa\Runda 4\2019 Ekstraklasa - Szczecin.csv,Ekstraklasa,JKM
./mnt/data/Regaty\2019\Ekstraklasa\Runda 4\2019 Ekstraklasa - Szczecin.csv,Ekstraklasa,OKZ
./mnt/data/Regaty\2019\Ekstraklasa\Runda 4\2019 Ekstraklasa - Szczecin.csv,Ekstraklasa,DZY
./mnt/data/Regaty\2019\Ekstraklasa\Runda 4\2019 Ekstraklasa - Szczecin.csv,Ekstraklasa,ODY
./mnt/data/Regaty\2019\Ekstraklasa\Runda 4\2019 Ekstraklasa - Szczecin.csv,Ekstraklasa,OD2
./mnt/data/Regaty\2019\Ekstraklasa\Runda 4\2019 Ekstraklasa - Szczecin.csv,Ekstraklasa,YCS
./mnt/data/Regaty\2020\1Liga\Runda 1\2020 1 Liga - Sopot(1).csv,1 Liga,YG2
./mnt/data/Regaty\2020\1Liga\Runda 1\2020 1 Liga - Sopot(1).csv,1 Liga,PJK
./mnt/data/Regaty\2020\1Liga\Runda 1\2020 1 Liga - Sopot(1).csv,1 Liga,SPO
./mnt/data/Regaty\2020\1Liga\Runda 1\2020 1 Liga - Sopot(1).csv,1 Liga,JMZ
./mnt/data/Regaty\2020\1Liga\Runda 1\2020 1 Liga - Sopot(1).csv,1 Liga,PGR
./mnt/data/Regaty\2020\1Liga\Runda 1\2020 1 Liga - Sopot(1).csv,1 Liga,JSG
./mnt/data/Regaty\2020\1Liga\Runda 1\2020 1 Liga - Sopot(1).csv,1 Liga,ODY
./mnt/data/Regaty\2020\1Liga\Runda 1\2020 1 Liga - Sopot(1).csv,1 Liga,LE2
./mnt/data/Regaty\2020\1Liga\Runda 1\2020 1 Liga - Sopot(1).csv,1 Liga,NAV
./mnt/data/Regaty\2020\1Liga\Runda 1\2020 1 Liga - Sopot(1).csv,1 Liga,LAS
./mnt/data/Regaty\2020\1Liga\Runda 1\2020 1 Liga - Sopot(1).csv,1 Liga,GAR
./mnt/data/Regaty\2020\1Liga\Runda 1\2020 1 Liga - Sopot(1).csv,1 Liga,POW
./mnt/data/Regaty\2020\1Liga\Runda 2\2020 1 Liga - Sopot(2).csv,1 Liga,SPO
./mnt/data/Regaty\2020\1Liga\Runda 2\2020 1 Liga - Sopot(2).csv,1 Liga,YG2
./mnt/data/Regaty\2020\1Liga\Runda 2\2020 1 Liga - Sopot(2).csv,1 Liga,GAR
./mnt/data/Regaty\2020\1Liga\Runda 2\2020 1 Liga - Sopot(2).csv,1 Liga,PJK
./mnt/data/Regaty\2020\1Liga\Runda 2\2020 1 Liga - Sopot(2).csv,1 Liga,JSG
./mnt/data/Regaty\2020\1Liga\Runda 2\2020 1 Liga - Sopot(2).csv,1 Liga,NAV
./mnt/data/Regaty\2020\1Liga\Runda 2\2020 1 Liga - Sopot(2).csv,1 Liga,PGR
./mnt/data/Regaty\2020\1Liga\Runda 2\2020 1 Liga - Sopot(2).csv,1 Liga,JMZ
./mnt/data/Regaty\2020\1Liga\Runda 2\2020 1 Liga - Sopot(2).csv,1 Liga,LAS
./mnt/data/Regaty\2020\1Liga\Runda 2\2020 1 Liga - Sopot(2).csv,1 Liga,LE2
./mnt/data/Regaty\2020\1Liga\Runda 2\2020 1 Liga - Sopot(2).csv,1 Liga,ODY
./mnt/data/Regaty\2020\1Liga\Runda 2\2020 1 Liga - Sopot(2).csv,1 Liga,POW
./mnt/data/Regaty\2020\1Liga\Runda 3\2020 1 Liga - Szczecin(1).csv,1 Liga,YG2
./mnt/data/Regaty\2020\1Liga\Runda 3\2020 1 Liga - Szczecin(1).csv,1 Liga,PGR
./mnt/data/Regaty\2020\1Liga\Runda 3\2020 1 Liga - Szczecin(1).csv,1 Liga,PJK
./mnt/data/Regaty\2020\1Liga\Runda 3\2020 1 Liga - Szczecin(1).csv,1 Liga,GAR
./mnt/data/Regaty\2020\1Liga\Runda 3\2020 1 Liga - Szczecin(1).csv,1 Liga,ODY
./mnt/data/Regaty\2020\1Liga\Runda 3\2020 1 Liga - Szczecin(1).csv,1 Liga,SPO
./mnt/data/Regaty\2020\1Liga\Runda 3\2020 1 Liga - Szczecin(1).csv,1 Liga,JMZ
./mnt/data/Regaty\2020\1Liga\Runda 3\2020 1 Liga - Szczecin(1).csv,1 Liga,JSG
./mnt/data/Regaty\2020\1Liga\Runda 3\2020 1 Liga - Szczecin(1).csv,1 Liga,LAS
./mnt/data/Regaty\2020\1Liga\Runda 3\2020 1 Liga - Szczecin(1).csv,1 Liga,NAV
./mnt/data/Regaty\2020\1Liga\Runda 3\2020 1 Liga - Szczecin(1).csv,1 Liga,LE2
./mnt/data/Regaty\2020\1Liga\Runda 3\2020 1 Liga - Szczecin(1).csv,1 Liga,POW
./mnt/data/Regaty\2020\1Liga\Runda 4\2020 1 Liga - Szczecin(2).csv,1 Liga,YG2
./mnt/data/Regaty\2020\1Liga\Runda 4\2020 1 Liga - Szczecin(2).csv,1 Liga,JMZ
./mnt/data/Regaty\2020\1Liga\Runda 4\2020 1 Liga - Szczecin(2).csv,1 Liga,ODY
./mnt/data/Regaty\2020\1Liga\Runda 4\2020 1 Liga - Szczecin(2).csv,1 Liga,NAV
./mnt/data/Regaty\2020\1Liga\Runda 4\2020 1 Liga - Szczecin(2).csv,1 Liga,GAR
./mnt/data/Regaty\2020\1Liga\Runda 4\2020 1 Liga - Szczecin(2).csv,1 Liga,SPO
./mnt/data/Regaty\2020\1Liga\Runda 4\2020 1 Liga - Szczecin(2).csv,1 Liga,PJK
./mnt/data/Regaty\2020\1Liga\Runda 4\2020 1 Liga - Szczecin(2).csv,1 Liga,JSG
./mnt/data/Regaty\2020\1Liga\Runda 4\2020 1 Liga - Szczecin(2).csv,1 Liga,LAS
./mnt/data/Regaty\2020\1Liga\Runda 4\2020 1 Liga - Szczecin(2).csv,1 Liga,PGR
./mnt/data/Regaty\2020\1Liga\Runda 4\2020 1 Liga - Szczecin(2).csv,1 Liga,LE2
./mnt/data/Regaty\2020\1Liga\Runda 4\2020 1 Liga - Szczecin(2).csv,1 Liga,POW
./mnt/data/Regaty\2020\Ekstraklasa\Runda 1\2020 Ekstraklasa - Szczecin.csv,Ekstraklasa,ISK
./mnt/data/Regaty\2020\Ekstraklasa\Runda 1\2020 Ekstraklasa - Szczecin.csv,Ekstraklasa,YKP
./mnt/data/Regaty\2020\Ekstraklasa\Runda 1\2020 Ekstraklasa - Szczecin.csv,Ekstraklasa,YCG
./mnt/data/Regaty\2020\Ekstraklasa\Runda 1\2020 Ekstraklasa - Szczecin.csv,Ekstraklasa,GIŻ
./mnt/data/Regaty\2020\Ekstraklasa\Runda 1\2020 Ekstraklasa - Szczecin.csv,Ekstraklasa,POG
./mnt/data/Regaty\2020\Ekstraklasa\Runda 1\2020 Ekstraklasa - Szczecin.csv,Ekstraklasa,77R
./mnt/data/Regaty\2020\Ekstraklasa\Runda 1\2020 Ekstraklasa - Szczecin.csv,Ekstraklasa,SZT
./mnt/data/Regaty\2020\Ekstraklasa\Runda 1\2020 Ekstraklasa - Szczecin.csv,Ekstraklasa,OKŻ
./mnt/data/Regaty\2020\Ekstraklasa\Runda 1\2020 Ekstraklasa - Szczecin.csv,Ekstraklasa,LEG
./mnt/data/Regaty\2020\Ekstraklasa\Runda 1\2020 Ekstraklasa - Szczecin.csv,Ekstraklasa,DŻY
./mnt/data/Regaty\2020\Ekstraklasa\Runda 1\2020 Ekstraklasa - Szczecin.csv,Ekstraklasa,WOL
./mnt/data/Regaty\2020\Ekstraklasa\Runda 1\2020 Ekstraklasa - Szczecin.csv,Ekstraklasa,YCS
./mnt/data/Regaty\2020\Ekstraklasa\Runda 2\2020 Ekstraklasa - Sopot(1).csv,Ekstraklasa,YKP
./mnt/data/Regaty\2020\Ekstraklasa\Runda 2\2020 Ekstraklasa - Sopot(1).csv,Ekstraklasa,YCG
./mnt/data/Regaty\2020\Ekstraklasa\Runda 2\2020 Ekstraklasa - Sopot(1).csv,Ekstraklasa,GIŻ
./mnt/data/Regaty\2020\Ekstraklasa\Runda 2\2020 Ekstraklasa - Sopot(1).csv,Ekstraklasa,OKŻ
./mnt/data/Regaty\2020\Ekstraklasa\Runda 2\2020 Ekstraklasa - Sopot(1).csv,Ekstraklasa,LEG
./mnt/data/Regaty\2020\Ekstraklasa\Runda 2\2020 Ekstraklasa - Sopot(1).csv,Ekstraklasa,ISK
./mnt/data/Regaty\2020\Ekstraklasa\Runda 2\2020 Ekstraklasa - Sopot(1).csv,Ekstraklasa,SZT
./mnt/data/Regaty\2020\Ekstraklasa\Runda 2\2020 Ekstraklasa - Sopot(1).csv,Ekstraklasa,YCS
./mnt/data/Regaty\2020\Ekstraklasa\Runda 2\2020 Ekstraklasa - Sopot(1).csv,Ekstraklasa,DŻY
./mnt/data/Regaty\2020\Ekstraklasa\Runda 2\2020 Ekstraklasa - Sopot(1).csv,Ekstraklasa,POG
./mnt/data/Regaty\2020\Ekstraklasa\Runda 2\2020 Ekstraklasa - Sopot(1).csv,Ekstraklasa,WOL
./mnt/data/Regaty\2020\Ekstraklasa\Runda 2\2020 Ekstraklasa - Sopot(1).csv,Ekstraklasa,77R
./mnt/data/Regaty\2020\Ekstraklasa\Runda 3\2020 Ekstraklasa - Sopot(2).csv,Ekstraklasa,YKP
./mnt/data/Regaty\2020\Ekstraklasa\Runda 3\2020 Ekstraklasa - Sopot(2).csv,Ekstraklasa,GIŻ
./mnt/data/Regaty\2020\Ekstraklasa\Runda 3\2020 Ekstraklasa - Sopot(2).csv,Ekstraklasa,YCG
./mnt/data/Regaty\2020\Ekstraklasa\Runda 3\2020 Ekstraklasa - Sopot(2).csv,Ekstraklasa,SZT
./mnt/data/Regaty\2020\Ekstraklasa\Runda 3\2020 Ekstraklasa - Sopot(2).csv,Ekstraklasa,POG
./mnt/data/Regaty\2020\Ekstraklasa\Runda 3\2020 Ekstraklasa - Sopot(2).csv,Ekstraklasa,OKŻ
./mnt/data/Regaty\2020\Ekstraklasa\Runda 3\2020 Ekstraklasa - Sopot(2).csv,Ekstraklasa,ISK
./mnt/data/Regaty\2020\Ekstraklasa\Runda 3\2020 Ekstraklasa - Sopot(2).csv,Ekstraklasa,WOL
./mnt/data/Regaty\2020\Ekstraklasa\Runda 3\2020 Ekstraklasa - Sopot(2).csv,Ekstraklasa,LEG
./mnt/data/Regaty\2020\Ekstraklasa\Runda 3\2020 Ekstraklasa - Sopot(2).csv,Ekstraklasa,YCS
./mnt/data/Regaty\2020\Ekstraklasa\Runda 3\2020 Ekstraklasa - Sopot(2).csv,Ekstraklasa,DŻY
./mnt/data/Regaty\2020\Ekstraklasa\Runda 3\2020 Ekstraklasa - Sopot(2).csv,Ekstraklasa,77R
./mnt/data/Regaty\2020\Ekstraklasa\Runda 4\2020 Ekstraklasa - Świnoujście.csv,Ekstraklasa,YCG
./mnt/data/Regaty\2020\Ekstraklasa\Runda 4\2020 Ekstraklasa - Świnoujście.csv,Ekstraklasa,GIŻ
./mnt/data/Regaty\2020\Ekstraklasa\Runda 4\2020 Ekstraklasa - Świnoujście.csv,Ekstraklasa,YKP
./mnt/data/Regaty\2020\Ekstraklasa\Runda 4\2020 Ekstraklasa - Świnoujście.csv,Ekstraklasa,POG
./mnt/data/Regaty\2020\Ekstraklasa\Runda 4\2020 Ekstraklasa - Świnoujście.csv,Ekstraklasa,SZT
./mnt/data/Regaty\2020\Ekstraklasa\Runda 4\2020 Ekstraklasa - Świnoujście.csv,Ekstraklasa,WOL
./mnt/data/Regaty\2020\Ekstraklasa\Runda 4\2020 Ekstraklasa - Świnoujście.csv,Ekstraklasa,77R
./mnt/data/Regaty\2020\Ekstraklasa\Runda 4\2020 Ekstraklasa - Świnoujście.csv,Ekstraklasa,LEG
./mnt/data/Regaty\2020\Ekstraklasa\Runda 4\2020 Ekstraklasa - Świnoujście.csv,Ekstraklasa,ISK
./mnt/data/Regaty\2020\Ekstraklasa\Runda 4\2020 Ekstraklasa - Świnoujście.csv,Ekstraklasa,OKŻ
./mnt/data/Regaty\2020\Ekstraklasa\Runda 4\2020 Ekstraklasa - Świnoujście.csv,Ekstraklasa,YCS
./mnt/data/Regaty\2020\Ekstraklasa\Runda 4\2020 Ekstraklasa - Świnoujście.csv,Ekstraklasa,DŻY
./mnt/data/Regaty\2021\1Liga\Runda 1\2021 1 Liga - Sopot.csv,1 Liga,WAT
./mnt/data/Regaty\2021\1Liga\Runda 1\2021 1 Liga - Sopot.csv,1 Liga,WRO
./mnt/data/Regaty\2021\1Liga\Runda 1\2021 1 Liga - Sopot.csv,1 Liga,YSZ
./mnt/data/Regaty\2021\1Liga\Runda 1\2021 1 Liga - Sopot.csv,1 Liga,HRM
./mnt/data/Regaty\2021\1Liga\Runda 1\2021 1 Liga - Sopot.csv,1 Liga,AWF
./mnt/data/Regaty\2021\1Liga\Runda 1\2021 1 Liga - Sopot.csv,1 Liga,NAV
./mnt/data/Regaty\2021\1Liga\Runda 1\2021 1 Liga - Sopot.csv,1 Liga,GSP
./mnt/data/Regaty\2021\1Liga\Runda 1\2021 1 Liga - Sopot.csv,1 Liga,NIE
./mnt/data/Regaty\2021\1Liga\Runda 1\2021 1 Liga - Sopot.csv,1 Liga,OCC
./mnt/data/Regaty\2021\1Liga\Runda 1\2021 1 Liga - Sopot.csv,1 Liga,KKZ
./mnt/data/Regaty\2021\1Liga\Runda 1\2021 1 Liga - Sopot.csv,1 Liga,GRP
./mnt/data/Regaty\2021\1Liga\Runda 1\2021 1 Liga - Sopot.csv,1 Liga,AKA
./mnt/data/Regaty\2021\1Liga\Runda 1\2021 1 Liga - Sopot.csv,1 Liga,RBP
./mnt/data/Regaty\2021\1Liga\Runda 1\2021 1 Liga - Sopot.csv,1 Liga,LE2
./mnt/data/Regaty\2021\1Liga\Runda 1\2021 1 Liga - Sopot.csv,1 Liga,ETI
./mnt/data/Regaty\2021\1Liga\Runda 1\2021 1 Liga - Sopot.csv,1 Liga,YS2
./mnt/data/Regaty\2021\1Liga\Runda 1\2021 1 Liga - Sopot.csv,1 Liga,LAS
./mnt/data/Regaty\2021\1Liga\Runda 1\2021 1 Liga - Sopot.csv,1 Liga,POW
./mnt/data/Regaty\2021\1Liga\Runda 2\2021 1 Liga - Gdynia.csv,1 Liga,AWF
./mnt/data/Regaty\2021\1Liga\Runda 2\2021 1 Liga - Gdynia.csv,1 Liga,WRO
./mnt/data/Regaty\2021\1Liga\Runda 2\2021 1 Liga - Gdynia.csv,1 Liga,WAT
./mnt/data/Regaty\2021\1Liga\Runda 2\2021 1 Liga - Gdynia.csv,1 Liga,YSZ
./mnt/data/Regaty\2021\1Liga\Runda 2\2021 1 Liga - Gdynia.csv,1 Liga,NIE
./mnt/data/Regaty\2021\1Liga\Runda 2\2021 1 Liga - Gdynia.csv,1 Liga,GRP
./mnt/data/Regaty\2021\1Liga\Runda 2\2021 1 Liga - Gdynia.csv,1 Liga,HRM
./mnt/data/Regaty\2021\1Liga\Runda 2\2021 1 Liga - Gdynia.csv,1 Liga,KKZ
./mnt/data/Regaty\2021\1Liga\Runda 2\2021 1 Liga - Gdynia.csv,1 Liga,NAV
./mnt/data/Regaty\2021\1Liga\Runda 2\2021 1 Liga - Gdynia.csv,1 Liga,YS2
./mnt/data/Regaty\2021\1Liga\Runda 2\2021 1 Liga - Gdynia.csv,1 Liga,GSP
./mnt/data/Regaty\2021\1Liga\Runda 2\2021 1 Liga - Gdynia.csv,1 Liga,AKA
./mnt/data/Regaty\2021\1Liga\Runda 2\2021 1 Liga - Gdynia.csv,1 Liga,LAS
./mnt/data/Regaty\2021\1Liga\Runda 2\2021 1 Liga - Gdynia.csv,1 Liga,LE2
./mnt/data/Regaty\2021\1Liga\Runda 2\2021 1 Liga - Gdynia.csv,1 Liga,OCC
./mnt/data/Regaty\2021\1Liga\Runda 2\2021 1 Liga - Gdynia.csv,1 Liga,ETI
./mnt/data/Regaty\2021\1Liga\Runda 2\2021 1 Liga - Gdynia.csv,1 Liga,RBP
./mnt/data/Regaty\2021\1Liga\Runda 2\2021 1 Liga - Gdynia.csv,1 Liga,POW
./mnt/data/Regaty\2021\1Liga\Runda 3\2021 1 Liga - Szczecin.csv,1 Liga,YSZ
./mnt/data/Regaty\2021\1Liga\Runda 3\2021 1 Liga - Szczecin.csv,1 Liga,AWF
./mnt/data/Regaty\2021\1Liga\Runda 3\2021 1 Liga - Szczecin.csv,1 Liga,WRO
./mnt/data/Regaty\2021\1Liga\Runda 3\2021 1 Liga - Szczecin.csv,1 Liga,WAT
./mnt/data/Regaty\2021\1Liga\Runda 3\2021 1 Liga - Szczecin.csv,1 Liga,NAV
./mnt/data/Regaty\2021\1Liga\Runda 3\2021 1 Liga - Szczecin.csv,1 Liga,HRM
./mnt/data/Regaty\2021\1Liga\Runda 3\2021 1 Liga - Szczecin.csv,1 Liga,LE2
./mnt/data/Regaty\2021\1Liga\Runda 3\2021 1 Liga - Szczecin.csv,1 Liga,NIE
./mnt/data/Regaty\2021\1Liga\Runda 3\2021 1 Liga - Szczecin.csv,1 Liga,LAS
./mnt/data/Regaty\2021\1Liga\Runda 3\2021 1 Liga - Szczecin.csv,1 Liga,GSP
./mnt/data/Regaty\2021\1Liga\Runda 3\2021 1 Liga - Szczecin.csv,1 Liga,GRP
./mnt/data/Regaty\2021\1Liga\Runda 3\2021 1 Liga - Szczecin.csv,1 Liga,YS2
./mnt/data/Regaty\2021\1Liga\Runda 3\2021 1 Liga - Szczecin.csv,1 Liga,KKZ
./mnt/data/Regaty\2021\1Liga\Runda 3\2021 1 Liga - Szczecin.csv,1 Liga,AKA
./mnt/data/Regaty\2021\1Liga\Runda 3\2021 1 Liga - Szczecin.csv,1 Liga,ETI
./mnt/data/Regaty\2021\1Liga\Runda 3\2021 1 Liga - Szczecin.csv,1 Liga,OCC
./mnt/data/Regaty\2021\1Liga\Runda 3\2021 1 Liga - Szczecin.csv,1 Liga,RBP
./mnt/data/Regaty\2021\1Liga\Runda 3\2021 1 Liga - Szczecin.csv,1 Liga,POW
./mnt/data/Regaty\2021\1Liga\Runda 4\2021 1 Liga - Warszawa.csv,1 Liga,WAT
./mnt/data/Regaty\2021\1Liga\Runda 4\2021 1 Liga - Warszawa.csv,1 Liga,AWF
./mnt/data/Regaty\2021\1Liga\Runda 4\2021 1 Liga - Warszawa.csv,1 Liga,YSZ
./mnt/data/Regaty\2021\1Liga\Runda 4\2021 1 Liga - Warszawa.csv,1 Liga,WRO
./mnt/data/Regaty\2021\1Liga\Runda 4\2021 1 Liga - Warszawa.csv,1 Liga,GSP
./mnt/data/Regaty\2021\1Liga\Runda 4\2021 1 Liga - Warszawa.csv,1 Liga,GRP
./mnt/data/Regaty\2021\1Liga\Runda 4\2021 1 Liga - Warszawa.csv,1 Liga,KKZ
./mnt/data/Regaty\2021\1Liga\Runda 4\2021 1 Liga - Warszawa.csv,1 Liga,HRM
./mnt/data/Regaty\2021\1Liga\Runda 4\2021 1 Liga - Warszawa.csv,1 Liga,AKA
./mnt/data/Regaty\2021\1Liga\Runda 4\2021 1 Liga - Warszawa.csv,1 Liga,NIE
./mnt/data/Regaty\2021\1Liga\Runda 4\2021 1 Liga - Warszawa.csv,1 Liga,YS2
./mnt/data/Regaty\2021\1Liga\Runda 4\2021 1 Liga - Warszawa.csv,1 Liga,OCC
./mnt/data/Regaty\2021\1Liga\Runda 4\2021 1 Liga - Warszawa.csv,1 Liga,LE2
./mnt/data/Regaty\2021\1Liga\Runda 4\2021 1 Liga - Warszawa.csv,1 Liga,LAS
./mnt/data/Regaty\2021\1Liga\Runda 4\2021 1 Liga - Warszawa.csv,1 Liga,NAV
./mnt/data/Regaty\2021\1Liga\Runda 4\2021 1 Liga - Warszawa.csv,1 Liga,RBP
./mnt/data/Regaty\2021\1Liga\Runda 4\2021 1 Liga - Warszawa.csv,1 Liga,ETI
./mnt/data/Regaty\2021\1Liga\Runda 4\2021 1 Liga - Warszawa.csv,1 Liga,POW
./mnt/data/Regaty\2021\Ekstraklasa\Runda 1\2021 Ekstraklasa - Sopot.csv,Ekstraklasa,YCG
./mnt/data/Regaty\2021\Ekstraklasa\Runda 1\2021 Ekstraklasa - Sopot.csv,Ekstraklasa,YKP
./mnt/data/Regaty\2021\Ekstraklasa\Runda 1\2021 Ekstraklasa - Sopot.csv,Ekstraklasa,OKZ
./mnt/data/Regaty\2021\Ekstraklasa\Runda 1\2021 Ekstraklasa - Sopot.csv,Ekstraklasa,POG
./mnt/data/Regaty\2021\Ekstraklasa\Runda 1\2021 Ekstraklasa - Sopot.csv,Ekstraklasa,PGR
./mnt/data/Regaty\2021\Ekstraklasa\Runda 1\2021 Ekstraklasa - Sopot.csv,Ekstraklasa,GIZ
./mnt/data/Regaty\2021\Ekstraklasa\Runda 1\2021 Ekstraklasa - Sopot.csv,Ekstraklasa,SZT
./mnt/data/Regaty\2021\Ekstraklasa\Runda 1\2021 Ekstraklasa - Sopot.csv,Ekstraklasa,ISK
./mnt/data/Regaty\2021\Ekstraklasa\Runda 1\2021 Ekstraklasa - Sopot.csv,Ekstraklasa,LEG
./mnt/data/Regaty\2021\Ekstraklasa\Runda 1\2021 Ekstraklasa - Sopot.csv,Ekstraklasa,YCS
./mnt/data/Regaty\2021\Ekstraklasa\Runda 1\2021 Ekstraklasa - Sopot.csv,Ekstraklasa,PJK
./mnt/data/Regaty\2021\Ekstraklasa\Runda 1\2021 Ekstraklasa - Sopot.csv,Ekstraklasa,GAR
./mnt/data/Regaty\2021\Ekstraklasa\Runda 1\2021 Ekstraklasa - Sopot.csv,Ekstraklasa,ODY
./mnt/data/Regaty\2021\Ekstraklasa\Runda 1\2021 Ekstraklasa - Sopot.csv,Ekstraklasa,JMZ
./mnt/data/Regaty\2021\Ekstraklasa\Runda 1\2021 Ekstraklasa - Sopot.csv,Ekstraklasa,WOL
./mnt/data/Regaty\2021\Ekstraklasa\Runda 1\2021 Ekstraklasa - Sopot.csv,Ekstraklasa,SPO
./mnt/data/Regaty\2021\Ekstraklasa\Runda 1\2021 Ekstraklasa - Sopot.csv,Ekstraklasa,DZY
./mnt/data/Regaty\2021\Ekstraklasa\Runda 1\2021 Ekstraklasa - Sopot.csv,Ekstraklasa,JSG
./mnt/data/Regaty\2021\Ekstraklasa\Runda 2\2021 Ekstraklasa - Gdynia.csv,Ekstraklasa,OKZ
./mnt/data/Regaty\2021\Ekstraklasa\Runda 2\2021 Ekstraklasa - Gdynia.csv,Ekstraklasa,YCG
./mnt/data/Regaty\2021\Ekstraklasa\Runda 2\2021 Ekstraklasa - Gdynia.csv,Ekstraklasa,LEG
./mnt/data/Regaty\2021\Ekstraklasa\Runda 2\2021 Ekstraklasa - Gdynia.csv,Ekstraklasa,YKP
./mnt/data/Regaty\2021\Ekstraklasa\Runda 2\2021 Ekstraklasa - Gdynia.csv,Ekstraklasa,ISK
./mnt/data/Regaty\2021\Ekstraklasa\Runda 2\2021 Ekstraklasa - Gdynia.csv,Ekstraklasa,JMZ
./mnt/data/Regaty\2021\Ekstraklasa\Runda 2\2021 Ekstraklasa - Gdynia.csv,Ekstraklasa,GIZ
./mnt/data/Regaty\2021\Ekstraklasa\Runda 2\2021 Ekstraklasa - Gdynia.csv,Ekstraklasa,POG
./mnt/data/Regaty\2021\Ekstraklasa\Runda 2\2021 Ekstraklasa - Gdynia.csv,Ekstraklasa,PGR
./mnt/data/Regaty\2021\Ekstraklasa\Runda 2\2021 Ekstraklasa - Gdynia.csv,Ekstraklasa,YCS
./mnt/data/Regaty\2021\Ekstraklasa\Runda 2\2021 Ekstraklasa - Gdynia.csv,Ekstraklasa,SPO
