plik,poziom_z_folderu,klub
./mnt/data/Regaty\2022\Ekstraklasa\Runda 4\2022 Ekstraklasa - Warszawa.csv,Ekstraklasa,YCG
./mnt/data/Regaty\2022\Ekstraklasa\Runda 4\2022 Ekstraklasa - Warszawa.csv,Ekstraklasa,YCS
./mnt/data/Regaty\2023\1Liga\Runda 1\2023 1 Liga - Sopot.csv,1 Liga,OCC
./mnt/data/Regaty\2023\1Liga\Runda 1\2023 1 Liga - Sopot.csv,1 Liga,WOL
./mnt/data/Regaty\2023\1Liga\Runda 1\2023 1 Liga - Sopot.csv,1 Liga,SPO
./mnt/data/Regaty\2023\1Liga\Runda 1\2023 1 Liga - Sopot.csv,1 Liga,KKZ
./mnt/data/Regaty\2023\1Liga\Runda 1\2023 1 Liga - Sopot.csv,1 Liga,JSG
./mnt/data/Regaty\2023\1Liga\Runda 1\2023 1 Liga - Sopot.csv,1 Liga,ODY
./mnt/data/Regaty\2023\1Liga\Runda 1\2023 1 Liga - Sopot.csv,1 Liga,YS2
./mnt/data/Regaty\2023\1Liga\Runda 1\2023 1 Liga - Sopot.csv,1 Liga,GAR
./mnt/data/Regaty\2023\1Liga\Runda 1\2023 1 Liga - Sopot.csv,1 Liga,NIE
./mnt/data/Regaty\2023\1Liga\Runda 1\2023 1 Liga - Sopot.csv,1 Liga,PJK
./mnt/data/Regaty\2023\1Liga\Runda 1\2023 1 Liga - Sopot.csv,1 Liga,NAV
./mnt/data/Regaty\2023\1Liga\Runda 1\2023 1 Liga - Sopot.csv,1 Liga,HAL
./mnt/data/Regaty\2023\1Liga\Runda 1\2023 1 Liga - Sopot.csv,1 Liga,YCB
./mnt/data/Regaty\2023\1Liga\Runda 1\2023 1 Liga - Sopot.csv,1 Liga,ETI
./mnt/data/Regaty\2023\1Liga\Runda 1\2023 1 Liga - Sopot.csv,1 Liga,POW
./mnt/data/Regaty\2023\1Liga\Runda 1\2023 1 Liga - Sopot.csv,1 Liga,SLA
./mnt/data/Regaty\2023\1Liga\Runda 1\2023 1 Liga - Sopot.csv,1 Liga,MEW
./mnt/data/Regaty\2023\1Liga\Runda 1\2023 1 Liga - Sopot.csv,1 Liga,GRP
./mnt/data/Regaty\2023\1Liga\Runda 2\2023 1 Liga - Gdynia.csv,1 Liga,SPO
./mnt/data/Regaty\2023\1Liga\Runda 2\2023 1 Liga - Gdynia.csv,1 Liga,YCB
./mnt/data/Regaty\2023\1Liga\Runda 2\2023 1 Liga - Gdynia.csv,1 Liga,SLA
./mnt/data/Regaty\2023\1Liga\Runda 2\2023 1 Liga - Gdynia.csv,1 Liga,WOL
./mnt/data/Regaty\2023\1Liga\Runda 2\2023 1 Liga - Gdynia.csv,1 Liga,KKZ
./mnt/data/Regaty\2023\1Liga\Runda 2\2023 1 Liga - Gdynia.csv,1 Liga,OCC
./mnt/data/Regaty\2023\1Liga\Runda 2\2023 1 Liga - Gdynia.csv,1 Liga,YS2
./mnt/data/Regaty\2023\1Liga\Runda 2\2023 1 Liga - Gdynia.csv,1 Liga,GAR
./mnt/data/Regaty\2023\1Liga\Runda 2\2023 1 Liga - Gdynia.csv,1 Liga,NAV
./mnt/data/Regaty\2023\1Liga\Runda 2\2023 1 Liga - Gdynia.csv,1 Liga,NIE
./mnt/data/Regaty\2023\1Liga\Runda 2\2023 1 Liga - Gdynia.csv,1 Liga,HAL
./mnt/data/Regaty\2023\1Liga\Runda 2\2023 1 Liga - Gdynia.csv,1 Liga,JSG
./mnt/data/Regaty\2023\1Liga\Runda 2\2023 1 Liga - Gdynia.csv,1 Liga,ODY
./mnt/data/Regaty\2023\1Liga\Runda 2\2023 1 Liga - Gdynia.csv,1 Liga,MEW
./mnt/data/Regaty\2023\1Liga\Runda 2\2023 1 Liga - Gdynia.csv,1 Liga,GRP
./mnt/data/Regaty\2023\1Liga\Runda 2\2023 1 Liga - Gdynia.csv,1 Liga,PJK
./mnt/data/Regaty\2023\1Liga\Runda 2\2023 1 Liga - Gdynia.csv,1 Liga,POW
./mnt/data/Regaty\2023\1Liga\Runda 2\2023 1 Liga - Gdynia.csv,1 Liga,ETI
./mnt/data/Regaty\2023\1Liga\Runda 3\2023 1 Liga - Olsztyn.csv,1 Liga,WOL
./mnt/data/Regaty\2023\1Liga\Runda 3\2023 1 Liga - Olsztyn.csv,1 Liga,SPO
./mnt/data/Regaty\2023\1Liga\Runda 3\2023 1 Liga - Olsztyn.csv,1 Liga,OCC
./mnt/data/Regaty\2023\1Liga\Runda 3\2023 1 Liga - Olsztyn.csv,1 Liga,NIE
./mnt/data/Regaty\2023\1Liga\Runda 3\2023 1 Liga - Olsztyn.csv,1 Liga,KKZ
./mnt/data/Regaty\2023\1Liga\Runda 3\2023 1 Liga - Olsztyn.csv,1 Liga,YCB
./mnt/data/Regaty\2023\1Liga\Runda 3\2023 1 Liga - Olsztyn.csv,1 Liga,PJK
./mnt/data/Regaty\2023\1Liga\Runda 3\2023 1 Liga - Olsztyn.csv,1 Liga,SLA
./mnt/data/Regaty\2023\1Liga\Runda 3\2023 1 Liga - Olsztyn.csv,1 Liga,GRP
./mnt/data/Regaty\2023\1Liga\Runda 3\2023 1 Liga - Olsztyn.csv,1 Liga,GAR
./mnt/data/Regaty\2023\1Liga\Runda 3\2023 1 Liga - Olsztyn.csv,1 Liga,JSG
./mnt/data/Regaty\2023\1Liga\Runda 3\2023 1 Liga - Olsztyn.csv,1 Liga,HAL
./mnt/data/Regaty\2023\1Liga\Runda 3\2023 1 Liga - Olsztyn.csv,1 Liga,NAV
./mnt/data/Regaty\2023\1Liga\Runda 3\2023 1 Liga - Olsztyn.csv,1 Liga,YS2
./mnt/data/Regaty\2023\1Liga\Runda 3\2023 1 Liga - Olsztyn.csv,1 Liga,POW
./mnt/data/Regaty\2023\1Liga\Runda 3\2023 1 Liga - Olsztyn.csv,1 Liga,MEW
./mnt/data/Regaty\2023\1Liga\Runda 3\2023 1 Liga - Olsztyn.csv,1 Liga,ODY
./mnt/data/Regaty\2023\1Liga\Runda 3\2023 1 Liga - Olsztyn.csv,1 Liga,ETI
./mnt/data/Regaty\2023\1Liga\Runda 4\2023 1 Liga - Sztynort.csv,1 Liga,SLA
./mnt/data/Regaty\2023\1Liga\Runda 4\2023 1 Liga - Sztynort.csv,1 Liga,WOL
./mnt/data/Regaty\2023\1Liga\Runda 4\2023 1 Liga - Sztynort.csv,1 Liga,NIE
./mnt/data/Regaty\2023\1Liga\Runda 4\2023 1 Liga - Sztynort.csv,1 Liga,NAV
./mnt/data/Regaty\2023\1Liga\Runda 4\2023 1 Liga - Sztynort.csv,1 Liga,PJK
./mnt/data/Regaty\2023\1Liga\Runda 4\2023 1 Liga - Sztynort.csv,1 Liga,GAR
./mnt/data/Regaty\2023\1Liga\Runda 4\2023 1 Liga - Sztynort.csv,1 Liga,SPO
./mnt/data/Regaty\2023\1Liga\Runda 4\2023 1 Liga - Sztynort.csv,1 Liga,OCC
./mnt/data/Regaty\2023\1Liga\Runda 4\2023 1 Liga - Sztynort.csv,1 Liga,JSG
./mnt/data/Regaty\2023\1Liga\Runda 4\2023 1 Liga - Sztynort.csv,1 Liga,KKZ
./mnt/data/Regaty\2023\1Liga\Runda 4\2023 1 Liga - Sztynort.csv,1 Liga,YS2
./mnt/data/Regaty\2023\1Liga\Runda 4\2023 1 Liga - Sztynort.csv,1 Liga,YCB
./mnt/data/Regaty\2023\1Liga\Runda 4\2023 1 Liga - Sztynort.csv,1 Liga,POW
./mnt/data/Regaty\2023\1Liga\Runda 4\2023 1 Liga - Sztynort.csv,1 Liga,ODY
./mnt/data/Regaty\2023\1Liga\Runda 4\2023 1 Liga - Sztynort.csv,1 Liga,HAL
./mnt/data/Regaty\2023\1Liga\Runda 4\2023 1 Liga - Sztynort.csv,1 Liga,ETI
./mnt/data/Regaty\2023\1Liga\Runda 4\2023 1 Liga - Sztynort.csv,1 Liga,MEW
./mnt/data/Regaty\2023\1Liga\Runda 4\2023 1 Liga - Sztynort.csv,1 Liga,GRP
./mnt/data/Regaty\2023\2Liga\Runda 1\2023 2 Liga - 1 runda.csv,2 Liga,ONB
./mnt/data/Regaty\2023\2Liga\Runda 1\2023 2 Liga - 1 runda.csv,2 Liga,NSZ
./mnt/data/Regaty\2023\2Liga\Runda 1\2023 2 Liga - 1 runda.csv,2 Liga,YKW
./mnt/data/Regaty\2023\2Liga\Runda 1\2023 2 Liga - 1 runda.csv,2 Liga,BSA
./mnt/data/Regaty\2023\2Liga\Runda 1\2023 2 Liga - 1 runda.csv,2 Liga,MEC
./mnt/data/Regaty\2023\2Liga\Runda 1\2023 2 Liga - 1 runda.csv,2 Liga,SRC
./mnt/data/Regaty\2023\2Liga\Runda 1\2023 2 Liga - 1 runda.csv,2 Liga,R2S
./mnt/data/Regaty\2023\2Liga\Runda 1\2023 2 Liga - 1 runda.csv,2 Liga,YZ2
./mnt/data/Regaty\2023\2Liga\Runda 1\2023 2 Liga - 1 runda.csv,2 Liga,SOL
./mnt/data/Regaty\2023\2Liga\Runda 1\2023 2 Liga - 1 runda.csv,2 Liga,RBP
./mnt/data/Regaty\2023\2Liga\Runda 1\2023 2 Liga - 1 runda.csv,2 Liga,HEA
./mnt/data/Regaty\2023\2Liga\Runda 2\2023 2 Liga - 2 runda.csv,2 Liga,MEC
./mnt/data/Regaty\2023\2Liga\Runda 2\2023 2 Liga - 2 runda.csv,2 Liga,YKW
./mnt/data/Regaty\2023\2Liga\Runda 2\2023 2 Liga - 2 runda.csv,2 Liga,BSA
./mnt/data/Regaty\2023\2Liga\Runda 2\2023 2 Liga - 2 runda.csv,2 Liga,ONB
./mnt/data/Regaty\2023\2Liga\Runda 2\2023 2 Liga - 2 runda.csv,2 Liga,YZ2
./mnt/data/Regaty\2023\2Liga\Runda 2\2023 2 Liga - 2 runda.csv,2 Liga,NSZ
./mnt/data/Regaty\2023\2Liga\Runda 2\2023 2 Liga - 2 runda.csv,2 Liga,SOL
./mnt/data/Regaty\2023\2Liga\Runda 2\2023 2 Liga - 2 runda.csv,2 Liga,RBP
./mnt/data/Regaty\2023\2Liga\Runda 2\2023 2 Liga - 2 runda.csv,2 Liga,HEA
./mnt/data/Regaty\2023\2Liga\Runda 2\2023 2 Liga - 2 runda.csv,2 Liga,SRC
./mnt/data/Regaty\2023\2Liga\Runda 2\2023 2 Liga - 2 runda.csv,2 Liga,R2S
./mnt/data/Regaty\2023\2Liga\Runda 3\2023 2 Liga - 3 runda.csv,2 Liga,ONB
./mnt/data/Regaty\2023\2Liga\Runda 3\2023 2 Liga - 3 runda.csv,2 Liga,MEC
./mnt/data/Regaty\2023\2Liga\Runda 3\2023 2 Liga - 3 runda.csv,2 Liga,BSA
./mnt/data/Regaty\2023\2Liga\Runda 3\2023 2 Liga - 3 runda.csv,2 Liga,NSZ
./mnt/data/Regaty\2023\2Liga\Runda 3\2023 2 Liga - 3 runda.csv,2 Liga,YKW
./mnt/data/Regaty\2023\2Liga\Runda 3\2023 2 Liga - 3 runda.csv,2 Liga,SOL
./mnt/data/Regaty\2023\2Liga\Runda 3\2023 2 Liga - 3 runda.csv,2 Liga,R2S
./mnt/data/Regaty\2023\2Liga\Runda 3\2023 2 Liga - 3 runda.csv,2 Liga,YZ2
./mnt/data/Regaty\2023\2Liga\Runda 3\2023 2 Liga - 3 runda.csv,2 Liga,RBP
./mnt/data/Regaty\2023\2Liga\Runda 3\2023 2 Liga - 3 runda.csv,2 Liga,HEA
./mnt/data/Regaty\2023\2Liga\Runda 3\2023 2 Liga - 3 runda.csv,2 Liga,SRC
./mnt/data/Regaty\2023\2Liga\Runda 3\2023 2 Liga - 3 runda.csv,2 Liga,AZS
./mnt/data/Regaty\2023\2Liga\Runda 4\2023 2 Liga - Finał.csv,2 Liga,BSA
./mnt/data/Regaty\2023\2Liga\Runda 4\2023 2 Liga - Finał.csv,2 Liga,NSZ
./mnt/data/Regaty\2023\2Liga\Runda 4\2023 2 Liga - Finał.csv,2 Liga,MEC
./mnt/data/Regaty\2023\2Liga\Runda 4\2023 2 Liga - Finał.csv,2 Liga,ONB
./mnt/data/Regaty\2023\2Liga\Runda 4\2023 2 Liga - Finał.csv,2 Liga,YKW
./mnt/data/Regaty\2023\2Liga\Runda 4\2023 2 Liga - Finał.csv,2 Liga,AZS
./mnt/data/Regaty\2023\2Liga\Runda 4\2023 2 Liga - Finał.csv,2 Liga,YZ2
./mnt/data/Regaty\2023\2Liga\Runda 4\2023 2 Liga - Finał.csv,2 Liga,RBP
./mnt/data/Regaty\2023\2Liga\Runda 4\2023 2 Liga - Finał.csv,2 Liga,SRC
./mnt/data/Regaty\2023\2Liga\Runda 4\2023 2 Liga - Finał.csv,2 Liga,HEA
./mnt/data/Regaty\2023\Ekstraklasa\Runda 1\2023 Ekstraklasa - Sopot.csv,Ekstraklasa,YKL
./mnt/data/Regaty\2023\Ekstraklasa\Runda 1\2023 Ekstraklasa - Sopot.csv,Ekstraklasa,YCG
./mnt/data/Regaty\2023\Ekstraklasa\Runda 1\2023 Ekstraklasa - Sopot.csv,Ekstraklasa,YKP
./mnt/data/Regaty\2023\Ekstraklasa\Runda 1\2023 Ekstraklasa - Sopot.csv,Ekstraklasa,YCS
./mnt/data/Regaty\2023\Ekstraklasa\Runda 1\2023 Ekstraklasa - Sopot.csv,Ekstraklasa,SZT
./mnt/data/Regaty\2023\Ekstraklasa\Runda 1\2023 Ekstraklasa - Sopot.csv,Ekstraklasa,HRM
./mnt/data/Regaty\2023\Ekstraklasa\Runda 1\2023 Ekstraklasa - Sopot.csv,Ekstraklasa,YKS
./mnt/data/Regaty\2023\Ekstraklasa\Runda 1\2023 Ekstraklasa - Sopot.csv,Ekstraklasa,LEG
./mnt/data/Regaty\2023\Ekstraklasa\Runda 1\2023 Ekstraklasa - Sopot.csv,Ekstraklasa,WAT
./mnt/data/Regaty\2023\Ekstraklasa\Runda 1\2023 Ekstraklasa - Sopot.csv,Ekstraklasa,NSO
./mnt/data/Regaty\2023\Ekstraklasa\Runda 1\2023 Ekstraklasa - Sopot.csv,Ekstraklasa,POG
./mnt/data/Regaty\2023\Ekstraklasa\Runda 1\2023 Ekstraklasa - Sopot.csv,Ekstraklasa,RSR
./mnt/data/Regaty\2023\Ekstraklasa\Runda 1\2023 Ekstraklasa - Sopot.csv,Ekstraklasa,ISK
./mnt/data/Regaty\2023\Ekstraklasa\Runda 1\2023 Ekstraklasa - Sopot.csv,Ekstraklasa,WRO
./mnt/data/Regaty\2023\Ekstraklasa\Runda 1\2023 Ekstraklasa - Sopot.csv,Ekstraklasa,PGR
./mnt/data/Regaty\2023\Ekstraklasa\Runda 1\2023 Ekstraklasa - Sopot.csv,Ekstraklasa,AWF
./mnt/data/Regaty\2023\Ekstraklasa\Runda 1\2023 Ekstraklasa - Sopot.csv,Ekstraklasa,POL
./mnt/data/Regaty\2023\Ekstraklasa\Runda 1\2023 Ekstraklasa - Sopot.csv,Ekstraklasa,OKZ
./mnt/data/Regaty\2023\Ekstraklasa\Runda 2\2023 Ekstraklasa - Gdynia.csv,Ekstraklasa,POG
./mnt/data/Regaty\2023\Ekstraklasa\Runda 2\2023 Ekstraklasa - Gdynia.csv,Ekstraklasa,YKS
./mnt/data/Regaty\2023\Ekstraklasa\Runda 2\2023 Ekstraklasa - Gdynia.csv,Ekstraklasa,HRM
./mnt/data/Regaty\2023\Ekstraklasa\Runda 2\2023 Ekstraklasa - Gdynia.csv,Ekstraklasa,YCG
./mnt/data/Regaty\2023\Ekstraklasa\Runda 2\2023 Ekstraklasa - Gdynia.csv,Ekstraklasa,NSO
./mnt/data/Regaty\2023\Ekstraklasa\Runda 2\2023 Ekstraklasa - Gdynia.csv,Ekstraklasa,YCS
./mnt/data/Regaty\2023\Ekstraklasa\Runda 2\2023 Ekstraklasa - Gdynia.csv,Ekstraklasa,LEG
./mnt/data/Regaty\2023\Ekstraklasa\Runda 2\2023 Ekstraklasa - Gdynia.csv,Ekstraklasa,WAT
./mnt/data/Regaty\2023\Ekstraklasa\Runda 2\2023 Ekstraklasa - Gdynia.csv,Ekstraklasa,RSR
./mnt/data/Regaty\2023\Ekstraklasa\Runda 2\2023 Ekstraklasa - Gdynia.csv,Ekstraklasa,YKP
./mnt/data/Regaty\2023\Ekstraklasa\Runda 2\2023 Ekstraklasa - Gdynia.csv,Ekstraklasa,YKL
./mnt/data/Regaty\2023\Ekstraklasa\Runda 2\2023 Ekstraklasa - Gdynia.csv,Ekstraklasa,WRO
./mnt/data/Regaty\2023\Ekstraklasa\Runda 2\2023 Ekstraklasa - Gdynia.csv,Ekstraklasa,AWF
./mnt/data/Regaty\2023\Ekstraklasa\Runda 2\2023 Ekstraklasa - Gdynia.csv,Ekstraklasa,PGR
./mnt/data/Regaty\2023\Ekstraklasa\Runda 2\2023 Ekstraklasa - Gdynia.csv,Ekstraklasa,SZT
./mnt/data/Regaty\2023\Ekstraklasa\Runda 2\2023 Ekstraklasa - Gdynia.csv,Ekstraklasa,POL
./mnt/data/Regaty\2023\Ekstraklasa\Runda 2\2023 Ekstraklasa - Gdynia.csv,Ekstraklasa,OKZ
./mnt/data/Regaty\2023\Ekstraklasa\Runda 2\2023 Ekstraklasa - Gdynia.csv,Ekstraklasa,ISK
./mnt/data/Regaty\2023\Ekstraklasa\Runda 3\2023 Ekstraklasa - Olsztyn.csv,Ekstraklasa,WRO
./mnt/data/Regaty\2023\Ekstraklasa\Runda 3\2023 Ekstraklasa - Olsztyn.csv,Ekstraklasa,YKP
./mnt/data/Regaty\2023\Ekstraklasa\Runda 3\2023 Ekstraklasa - Olsztyn.csv,Ekstraklasa,YCG
./mnt/data/Regaty\2023\Ekstraklasa\Runda 3\2023 Ekstraklasa - Olsztyn.csv,Ekstraklasa,WAT
./mnt/data/Regaty\2023\Ekstraklasa\Runda 3\2023 Ekstraklasa - Olsztyn.csv,Ekstraklasa,LEG
./mnt/data/Regaty\2023\Ekstraklasa\Runda 3\2023 Ekstraklasa - Olsztyn.csv,Ekstraklasa,POG
./mnt/data/Regaty\2023\Ekstraklasa\Runda 3\2023 Ekstraklasa - Olsztyn.csv,Ekstraklasa,YKS
./mnt/data/Regaty\2023\Ekstraklasa\Runda 3\2023 Ekstraklasa - Olsztyn.csv,Ekstraklasa,NSO
./mnt/data/Regaty\2023\Ekstraklasa\Runda 3\2023 Ekstraklasa - Olsztyn.csv,Ekstraklasa,AWF
./mnt/data/Regaty\2023\Ekstraklasa\Runda 3\2023 Ekstraklasa - Olsztyn.csv,Ekstraklasa,YCS
./mnt/data/Regaty\2023\Ekstraklasa\Runda 3\2023 Ekstraklasa - Olsztyn.csv,Ekstraklasa,ISK
./mnt/data/Regaty\2023\Ekstraklasa\Runda 3\2023 Ekstraklasa - Olsztyn.csv,Ekstraklasa,PGR
./mnt/data/Regaty\2023\Ekstraklasa\Runda 3\2023 Ekstraklasa - Olsztyn.csv,Ekstraklasa,OKZ
./mnt/data/Regaty\2023\Ekstraklasa\Runda 3\2023 Ekstraklasa - Olsztyn.csv,Ekstraklasa,POL
./mnt/data/Regaty\2023\Ekstraklasa\Runda 3\2023 Ekstraklasa - Olsztyn.csv,Ekstraklasa,HRM
./mnt/data/Regaty\2023\Ekstraklasa\Runda 3\2023 Ekstraklasa - Olsztyn.csv,Ekstraklasa,SZT
./mnt/data/Regaty\2023\Ekstraklasa\Runda 3\2023 Ekstraklasa - Olsztyn.csv,Ekstraklasa,RSR
./mnt/data/Regaty\2023\Ekstraklasa\Runda 3\2023 Ekstraklasa - Olsztyn.csv,Ekstraklasa,YKL
./mnt/data/Regaty\2023\Ekstraklasa\Runda 4\2023 Ekstraklasa - Sztynort.csv,Ekstraklasa,PGR
./mnt/data/Regaty\2023\Ekstraklasa\Runda 4\2023 Ekstraklasa - Sztynort.csv,Ekstraklasa,WRO
./mnt/data/Regaty\2023\Ekstraklasa\Runda 4\2023 Ekstraklasa - Sztynort.csv,Ekstraklasa,YCS
./mnt/data/Regaty\2023\Ekstraklasa\Runda 4\2023 Ekstraklasa - Sztynort.csv,Ekstraklasa,AWF
./mnt/data/Regaty\2023\Ekstraklasa\Runda 4\2023 Ekstraklasa - Sztynort.csv,Ekstraklasa,POG
./mnt/data/Regaty\2023\Ekstraklasa\Runda 4\2023 Ekstraklasa - Sztynort.csv,Ekstraklasa,RSR
./mnt/data/Regaty\2023\Ekstraklasa\Runda 4\2023 Ekstraklasa - Sztynort.csv,Ekstraklasa,WAT
./mnt/data/Regaty\2023\Ekstraklasa\Runda 4\2023 Ekstraklasa - Sztynort.csv,Ekstraklasa,YKS
./mnt/data/Regaty\2023\Ekstraklasa\Runda 4\2023 Ekstraklasa - Sztynort.csv,Ekstraklasa,ISK
./mnt/data/Regaty\2023\Ekstraklasa\Runda 4\2023 Ekstraklasa - Sztynort.csv,Ekstraklasa,NSO
./mnt/data/Regaty\2023\Ekstraklasa\Runda 4\2023 Ekstraklasa - Sztynort.csv,Ekstraklasa,HRM
./mnt/data/Regaty\2023\Ekstraklasa\Runda 4\2023 Ekstraklasa - Sztynort.csv,Ekstraklasa,YKP
./mnt/data/Regaty\2023\Ekstraklasa\Runda 4\2023 Ekstraklasa - Sztynort.csv,Ekstraklasa,YCG
./mnt/data/Regaty\2023\Ekstraklasa\Runda 4\2023 Ekstraklasa - Sztynort.csv,Ekstraklasa,YKL
./mnt/data/Regaty\2023\Ekstraklasa\Runda 4\2023 Ekstraklasa - Sztynort.csv,Ekstraklasa,SZT
./mnt/data/Regaty\2023\Ekstraklasa\Runda 4\2023 Ekstraklasa - Sztynort.csv,Ekstraklasa,OKZ
./mnt/data/Regaty\2023\Ekstraklasa\Runda 4\2023 Ekstraklasa - Sztynort.csv,Ekstraklasa,LEG
./mnt/data/Regaty\2023\Ekstraklasa\Runda 4\2023 Ekstraklasa - Sztynort.csv,Ekstraklasa,POL
./mnt/data/Regaty\2024\1Liga\Runda 1\2024 1 Liga - Nowy Sztynort.csv,1 Liga,ONB
./mnt/data/Regaty\2024\1Liga\Runda 1\2024 1 Liga - Nowy Sztynort.csv,1 Liga,SLA
./mnt/data/Regaty\2024\1Liga\Runda 1\2024 1 Liga - Nowy Sztynort.csv,1 Liga,ISK
./mnt/data/Regaty\2024\1Liga\Runda 1\2024 1 Liga - Nowy Sztynort.csv,1 Liga,NIE
./mnt/data/Regaty\2024\1Liga\Runda 1\2024 1 Liga - Nowy Sztynort.csv,1 Liga,GAR
./mnt/data/Regaty\2024\1Liga\Runda 1\2024 1 Liga - Nowy Sztynort.csv,1 Liga,BSA
./mnt/data/Regaty\2024\1Liga\Runda 1\2024 1 Liga - Nowy Sztynort.csv,1 Liga,YKW
./mnt/data/Regaty\2024\1Liga\Runda 1\2024 1 Liga - Nowy Sztynort.csv,1 Liga,MEC
./mnt/data/Regaty\2024\1Liga\Runda 1\2024 1 Liga - Nowy Sztynort.csv,1 Liga,YCB
./mnt/data/Regaty\2024\1Liga\Runda 1\2024 1 Liga - Nowy Sztynort.csv,1 Liga,SZT
./mnt/data/Regaty\2024\1Liga\Runda 1\2024 1 Liga - Nowy Sztynort.csv,1 Liga,PJK
./mnt/data/Regaty\2024\1Liga\Runda 1\2024 1 Liga - Nowy Sztynort.csv,1 Liga,JSG
./mnt/data/Regaty\2024\1Liga\Runda 1\2024 1 Liga - Nowy Sztynort.csv,1 Liga,HAL
./mnt/data/Regaty\2024\1Liga\Runda 1\2024 1 Liga - Nowy Sztynort.csv,1 Liga,ODY
./mnt/data/Regaty\2024\1Liga\Runda 1\2024 1 Liga - Nowy Sztynort.csv,1 Liga,ETI
./mnt/data/Regaty\2024\1Liga\Runda 1\2024 1 Liga - Nowy Sztynort.csv,1 Liga,OKZ
./mnt/data/Regaty\2024\1Liga\Runda 1\2024 1 Liga - Nowy Sztynort.csv,1 Liga,YS2
./mnt/data/Regaty\2024\1Liga\Runda 1\2024 1 Liga - Nowy Sztynort.csv,1 Liga,NAV
./mnt/data/Regaty\2024\1Liga\Runda 2\2024 1 Liga - Sopot.csv,1 Liga,ISK
./mnt/data/Regaty\2024\1Liga\Runda 2\2024 1 Liga - Sopot.csv,1 Liga,ONB
./mnt/data/Regaty\2024\1Liga\Runda 2\2024 1 Liga - Sopot.csv,1 Liga,SZT
./mnt/data/Regaty\2024\1Liga\Runda 2\2024 1 Liga - Sopot.csv,1 Liga,BSA
./mnt/data/Regaty\2024\1Liga\Runda 2\2024 1 Liga - Sopot.csv,1 Liga,NIE
./mnt/data/Regaty\2024\1Liga\Runda 2\2024 1 Liga - Sopot.csv,1 Liga,GAR
./mnt/data/Regaty\2024\1Liga\Runda 2\2024 1 Liga - Sopot.csv,1 Liga,HAL
./mnt/data/Regaty\2024\1Liga\Runda 2\2024 1 Liga - Sopot.csv,1 Liga,YS2
./mnt/data/Regaty\2024\1Liga\Runda 2\2024 1 Liga - Sopot.csv,1 Liga,SLA
./mnt/data/Regaty\2024\1Liga\Runda 2\2024 1 Liga - Sopot.csv,1 Liga,OKZ
./mnt/data/Regaty\2024\1Liga\Runda 2\2024 1 Liga - Sopot.csv,1 Liga,ODY
./mnt/data/Regaty\2024\1Liga\Runda 2\2024 1 Liga - Sopot.csv,1 Liga,YCB
./mnt/data/Regaty\2024\1Liga\Runda 2\2024 1 Liga - Sopot.csv,1 Liga,MEC
./mnt/data/Regaty\2024\1Liga\Runda 2\2024 1 Liga - Sopot.csv,1 Liga,YKW
./mnt/data/Regaty\2024\1Liga\Runda 2\2024 1 Liga - Sopot.csv,1 Liga,NAV
./mnt/data/Regaty\2024\1Liga\Runda 2\2024 1 Liga - Sopot.csv,1 Liga,ETI
./mnt/data/Regaty\2024\1Liga\Runda 2\2024 1 Liga - Sopot.csv,1 Liga,JSG
./mnt/data/Regaty\2024\1Liga\Runda 2\2024 1 Liga - Sopot.csv,1 Liga,PJK
./mnt/data/Regaty\2024\1Liga\Runda 3\2024 1 Liga - Gdynia.csv,1 Liga,MEC
./mnt/data/Regaty\2024\1Liga\Runda 3\2024 1 Liga - Gdynia.csv,1 Liga,GAR
./mnt/data/Regaty\2024\1Liga\Runda 3\2024 1 Liga - Gdynia.csv,1 Liga,SZT
./mnt/data/Regaty\2024\1Liga\Runda 3\2024 1 Liga - Gdynia.csv,1 Liga,YCB
./mnt/data/Regaty\2024\1Liga\Runda 3\2024 1 Liga - Gdynia.csv,1 Liga,ISK
./mnt/data/Regaty\2024\1Liga\Runda 3\2024 1 Liga - Gdynia.csv,1 Liga,NAV
./mnt/data/Regaty\2024\1Liga\Runda 3\2024 1 Liga - Gdynia.csv,1 Liga,NIE
./mnt/data/Regaty\2024\1Liga\Runda 3\2024 1 Liga - Gdynia.csv,1 Liga,ONB
./mnt/data/Regaty\2024\1Liga\Runda 3\2024 1 Liga - Gdynia.csv,1 Liga,OKZ
./mnt/data/Regaty\2024\1Liga\Runda 3\2024 1 Liga - Gdynia.csv,1 Liga,BSA
./mnt/data/Regaty\2024\1Liga\Runda 3\2024 1 Liga - Gdynia.csv,1 Liga,YS2
./mnt/data/Regaty\2024\1Liga\Runda 3\2024 1 Liga - Gdynia.csv,1 Liga,PJK
./mnt/data/Regaty\2024\1Liga\Runda 3\2024 1 Liga - Gdynia.csv,1 Liga,HAL
./mnt/data/Regaty\2024\1Liga\Runda 3\2024 1 Liga - Gdynia.csv,1 Liga,JSG
./mnt/data/Regaty\2024\1Liga\Runda 3\2024 1 Liga - Gdynia.csv,1 Liga,ODY
./mnt/data/Regaty\2024\1Liga\Runda 3\2024 1 Liga - Gdynia.csv,1 Liga,ETI
./mnt/data/Regaty\2024\1Liga\Runda 3\2024 1 Liga - Gdynia.csv,1 Liga,SLA
./mnt/data/Regaty\2024\1Liga\Runda 3\2024 1 Liga - Gdynia.csv,1 Liga,YKW
