ID_miejsca,ID_wyscigu,Skrot,Zajete_miejsce,Kary,Numer_lodki
,50630381,WOL,2.0,0,0
,67900623,WOL,3.0,0,0
,15348702,WOL,1.0,0,0
,58570167,WOL,6.0,0,0
,35133569,WOL,8.0,0,0
,02218114,WOL,2.0,0,0
,66340676,WOL,2.0,0,0
,85436998,WOL,1.0,0,0
,67388143,WOL,1.0,0,0
,34985354,WOL,5.0,0,0
,29352261,WOL,3.0,0,0
,50630381,YKW,4.0,0,0
,67900623,YKW,3.0,0,0
,15348702,YKW,1.0,0,0
,58570167,YKW,1.0,0,0
,35133569,YKW,1.0,0,0
,02218114,YKW,2.0,0,0
,66340676,YKW,7.0,0,0
,85436998,YKW,2.0,0,0
,67388143,YKW,8.0,0,0
,34985354,YKW,6.0,0,0
,29352261,YKW,2.0,0,0
,50630381,GAR,3.0,0,0
,67900623,GAR,1.0,0,0
,15348702,GAR,4.0,0,0
,58570167,GAR,4.0,0,0
,35133569,GAR,9.0,0,0
,02218114,GAR,4.0,0,0
,66340676,GAR,1.0,0,0
,85436998,GAR,1.0,0,0
,67388143,GAR,2.0,0,0
,34985354,GAR,7.0,0,0
,29352261,GAR,2.0,0,0
,50630381,MAG,1.0,0,0
,67900623,MAG,8.0,0,0
,15348702,MAG,2.0,0,0
,58570167,MAG,3.0,0,0
,35133569,MAG,6.0,0,0
,02218114,MAG,1.0,0,0
,66340676,MAG,3.0,0,0
,85436998,MAG,5.0,0,0
,67388143,MAG,4.0,0,0
,34985354,MAG,3.0,0,0
,29352261,MAG,4.0,0,0
,50630381,PGR,1.0,0,0
,67900623,PGR,0.0,0,0
,15348702,PGR,4.0,0,0
,58570167,PGR,2.0,0,0
,35133569,PGR,6.0,0,0
,02218114,PGR,6.0,0,0
,66340676,PGR,2.0,0,0
,85436998,PGR,2.0,0,0
,67388143,PGR,5.0,0,0
,34985354,PGR,2.0,0,0
,29352261,PGR,1.0,0,0
,50630381,PRN,3.0,0,0
,67900623,PRN,7.0,0,0
,15348702,PRN,8.0,0,0
,58570167,PRN,2.0,0,0
,35133569,PRN,3.0,0,0
,02218114,PRN,3.0,0,0
,66340676,PRN,1.0,0,0
,85436998,PRN,4.0,0,0
,67388143,PRN,3.0,0,0
,34985354,PRN,3.0,0,0
,29352261,PRN,6.0,0,0
,50630381,OKZ,7.0,0,0
,67900623,OKZ,1.0,0,0
,15348702,OKZ,5.0,0,0
,58570167,OKZ,3.0,0,0
,35133569,OKZ,0.0,0,0
,02218114,OKZ,1.0,0,0
,66340676,OKZ,3.0,0,0
,85436998,OKZ,3.0,0,0
,67388143,OKZ,1.0,0,0
,34985354,OKZ,9.0,0,0
,29352261,OKZ,4.0,0,0
,50630381,FLO,8.0,0,0
,67900623,FLO,4.0,0,0
,15348702,FLO,3.0,0,0
,58570167,FLO,1.0,0,0
,35133569,FLO,7.0,0,0
,02218114,FLO,4.0,0,0
,66340676,FLO,4.0,0,0
,85436998,FLO,6.0,0,0
,67388143,FLO,2.0,0,0
,34985354,FLO,6.0,0,0
,29352261,FLO,7.0,0,0
,50630381,TXT,5.0,0,0
,67900623,TXT,5.0,0,0
,15348702,TXT,3.0,0,0
,58570167,TXT,5.0,0,0
,35133569,TXT,3.0,0,0
,02218114,TXT,7.0,0,0
,66340676,TXT,7.0,0,0
,85436998,TXT,4.0,0,0
,67388143,TXT,7.0,0,0
,34985354,TXT,4.0,0,0
,29352261,TXT,3.0,0,0
,50630381,KKZ,5.0,0,0
,67900623,KKZ,7.0,0,0
,15348702,KKZ,2.0,0,0
,58570167,KKZ,4.0,0,0
,35133569,KKZ,5.0,0,0
,02218114,KKZ,7.0,0,0
,66340676,KKZ,5.0,0,0
,85436998,KKZ,7.0,0,0
,67388143,KKZ,0.0,0,0
,34985354,KKZ,1.0,0,0
,29352261,KKZ,1.0,0,0
,50630381,SLA,6.0,0,0
,67900623,SLA,4.0,0,0
,15348702,SLA,6.0,0,0
,58570167,SLA,6.0,0,0
,35133569,SLA,1.0,0,0
,02218114,SLA,5.0,0,0
,66340676,SLA,6.0,0,0
,85436998,SLA,3.0,0,0
,67388143,SLA,7.0,0,0
,34985354,SLA,4.0,0,0
,29352261,SLA,6.0,0,0
,50630381,OGR,2.0,0,0
,67900623,OGR,2.0,0,0
,15348702,OGR,5.0,0,0
,58570167,OGR,8.0,0,0
,35133569,OGR,2.0,0,0
,02218114,OGR,8.0,0,0
,66340676,OGR,8.0,0,0
,85436998,OGR,6.0,0,0
,67388143,OGR,3.0,0,0
,34985354,OGR,2.0,0,0
,29352261,OGR,8.0,0,0
,50630381,YCB,7.0,0,0
,67900623,YCB,6.0,0,0
,15348702,YCB,9.0,0,0
,58570167,YCB,8.0,0,0
,35133569,YCB,4.0,0,0
,02218114,YCB,6.0,0,0
,66340676,YCB,4.0,0,0
,85436998,YCB,5.0,0,0
,67388143,YCB,4.0,0,0
,34985354,YCB,1.0,0,0
,29352261,YCB,5.0,0,0
,50630381,TBD,9.0,0,0
,67900623,TBD,2.0,0,0
,15348702,TBD,6.0,0,0
,58570167,TBD,5.0,0,0
,35133569,TBD,2.0,0,0
,02218114,TBD,3.0,0,0
,66340676,TBD,6.0,0,0
,85436998,TBD,7.0,0,0
,67388143,TBD,6.0,0,0
,34985354,TBD,8.0,0,0
,29352261,TBD,8.0,0,0
,50630381,HAL,8.0,0,0
,67900623,HAL,9.0,0,0
,15348702,HAL,7.0,0,0
,58570167,HAL,9.0,0,0
,35133569,HAL,4.0,0,0
,02218114,HAL,9.0,0,0
,66340676,HAL,9.0,0,0
,85436998,HAL,8.0,0,0
,67388143,HAL,5.0,0,0
,34985354,HAL,5.0,0,0
,29352261,HAL,5.0,0,0
,50630381,NAV,4.0,0,0
,67900623,NAV,8.0,0,0
,15348702,NAV,7.0,0,0
,58570167,NAV,9.0,0,0
,35133569,NAV,5.0,0,0
,02218114,NAV,5.0,0,0
,66340676,NAV,9.0,0,0
,85436998,NAV,8.0,0,0
,67388143,NAV,8.0,0,0
,34985354,NAV,0.0,0,0
,29352261,NAV,7.0,0,0
,50630381,YS2,9.0,0,0
,67900623,YS2,6.0,0,0
,15348702,YS2,8.0,0,0
,58570167,YS2,7.0,0,0
,35133569,YS2,7.0,0,0
,02218114,YS2,9.0,0,0
,66340676,YS2,5.0,0,0
,85436998,YS2,9.0,0,0
,67388143,YS2,6.0,0,0
,34985354,YS2,7.0,0,0
,29352261,YS2,9.0,0,0
,50630381,JSG,6.0,0,0
,67900623,JSG,5.0,0,0
,15348702,JSG,9.0,0,0
,58570167,JSG,7.0,0,0
,35133569,JSG,8.0,0,0
,02218114,JSG,8.0,0,0
,66340676,JSG,8.0,0,0
,85436998,JSG,9.0,0,0
,67388143,JSG,0.0,0,0
,34985354,JSG,8.0,0,0
,29352261,JSG,9.0,0,0
