ID_wynikRegat,regaty,klub,miejsceWRegatach
,07819477,YCG,1
,07819477,YKP,2
,07819477,OKZ,3
,07819477,POG,4
,07819477,PGR,5
,07819477,GIZ,6
,07819477,SZT,7
,07819477,ISK,8
,07819477,LEG,9
,07819477,YCS,10
,07819477,PJK,11
,07819477,GAR,12
,07819477,ODY,13
,07819477,JMZ,14
,07819477,WOL,15
,07819477,SPO,16
,07819477,DZY,17
,07819477,JSG,18
