ID_wyscigu,ID_Regat,Numer_wyscigu,Finalowy
2023221,202321,F1,False
2023222,202321,F2,False
2023223,202321,F3,False
2023224,202321,F4,False
2023225,202321,F5,False
2023226,202321,F6,False
2023227,202321,F7,False
2023228,202321,F8,False
2023229,202321,F9,False
20232210,202321,F10,False
20232211,202321,F11,False
20232212,202321,F12,False
